bizyaev_name,bizyaev_name_norm,bizyaev_catalog_token,RAJ2000,DEJ2000,h,z0,z0_over_h,h_over_z0,B/T,Type,thickness_flag,sparc_match_name,sparc_match_reason,match_sep_deg,nearest_sparc_name,nearest_sparc_sep_deg
PGC90515,PGC90515,PGC_90515,14.956309,14.327884,6.72,1.35,0.2008928571428571,4.977777777777777,0.05,SD,thick_like,,unmatched,,,
PGC173280,PGC173280,PGC_173280,15.257993,-9.110479,4.66,1.42,0.3047210300429184,3.2816901408450705,0.29,SA,thick_like,,unmatched,,,
PGC1451696,PGC1451696,PGC_1451696,15.724411,14.194534,4.62,2.08,0.4502164502164502,2.2211538461538463,0.16,SC,thick_like,,unmatched,,,
NED,NED,,15.777982,6.535584,6.29,1.14,0.1812400635930047,5.517543859649123,0.06,SC,intermediate,,unmatched,,,
NED,NED,,15.871194,15.474948,10.94,0.49,0.0447897623400365,22.3265306122449,0.04,IR,thin_like,,unmatched,,,
UGC00653,UGC00653,UGC_653,15.952917,31.198055,9.45,2.74,0.28994708994709,3.4489051094890506,0.07,IR,thick_like,,unmatched,,,
PGC1448370,PGC1448370,PGC_1448370,16.142355,14.066875,3.58,1.44,0.4022346368715083,2.486111111111111,0.14,SB,thick_like,,unmatched,,,
PGC173367,PGC173367,PGC_173367,16.143017,0.605039,3.87,2.3,0.5943152454780362,1.6826086956521742,0.24,SC,thick_like,,unmatched,,,
PGC1158324,PGC1158324,PGC_1158324,16.150038,0.147929,6.13,1.04,0.1696574225122349,5.894230769230769,0.09,SB,intermediate,,unmatched,,,
PGC996305,PGC996305,PGC_996305,16.251299,-9.016181,5.5,1.04,0.1890909090909091,5.288461538461538,0.05,SD,intermediate,,unmatched,,,
SDSSJ010529.27+152812.3,SDSSJ010529271528123,,16.371994,15.470015,8.5,1.06,0.1247058823529411,8.018867924528301,0.04,SD,intermediate,,unmatched,,,
PGC1314606,PGC1314606,PGC_1314606,16.401356,7.134357,6.56,0.81,0.1234756097560975,8.098765432098764,0.08,SB,intermediate,,unmatched,,,
PGC1509186,PGC1509186,PGC_1509186,16.683874,16.455252,4.41,1.89,0.4285714285714285,2.333333333333333,0.29,SC,thick_like,,unmatched,,,
PGC212661,PGC212661,PGC_212661,16.847523,0.892642,4.67,1.91,0.4089935760171306,2.445026178010471,0.09,SC,thick_like,,unmatched,,,
PGC1510779,PGC1510779,PGC_1510779,16.927767,16.521702,3.15,1.28,0.4063492063492063,2.4609375,0.09,SC,thick_like,,unmatched,,,
PGC1001050,PGC1001050,PGC_1001050,16.973082,-8.645327,8.02,1.85,0.2306733167082294,4.335135135135134,0.2,SB,thick_like,,unmatched,,,
UGC00711,UGC00711,UGC_711,17.154181,1.641211,34.94,5.69,0.1628506010303377,6.140597539543057,0.04,IR,intermediate,,unmatched,,,
PGC90522,PGC90522,PGC_90522,17.264805,16.934765,7.56,1.74,0.2301587301587301,4.344827586206896,0.08,SD,thick_like,,unmatched,,,
NED,NED,,17.274954,19.604738,7.29,0.59,0.0809327846364883,12.35593220338983,0.03,SD,thin_like,,unmatched,,,
PGC138322,PGC138322,PGC_138322,17.279818,17.302794,4.85,1.71,0.3525773195876289,2.8362573099415203,0.36,SB,thick_like,,unmatched,,,
UGC00723,UGC00723,UGC_723,17.483648,20.771261,15.3,3.01,0.1967320261437908,5.083056478405316,0.05,SD,intermediate,,unmatched,,,
2MASXJ01100256+2241380,2MASXJ011002562241380,,17.510708,22.693838,6.75,1.75,0.2592592592592592,3.857142857142857,0.27,SB,thick_like,,unmatched,,,
PGC1000667,PGC1000667,PGC_1000667,17.539621,-8.671575,5.06,1.59,0.3142292490118577,3.182389937106918,0.1,SB,thick_like,,unmatched,,,
PGC90524,PGC90524,PGC_90524,17.568766,29.200155,5.94,1.91,0.3215488215488215,3.109947643979058,0.04,SD,thick_like,,unmatched,,,
PGC3127414,PGC3127414,PGC_3127414,17.579872,14.334698,7.67,1.34,0.1747066492829204,5.723880597014925,0.14,SB,intermediate,,unmatched,,,
NED,NED,,17.627274,24.033566,3.81,1.31,0.3438320209973753,2.9083969465648853,0.09,SC,thick_like,,unmatched,,,
NED,NED,,17.635992,6.124789,3.92,0.8,0.2040816326530612,4.9,0.06,SD,thick_like,,unmatched,,,
PGC73737,PGC73737,PGC_73737,17.701597,17.415041,4.85,1.7,0.3505154639175258,2.8529411764705883,0.43,SA,thick_like,,unmatched,,,
NED,NED,,17.759241,-8.520889,4.4,0.62,0.1409090909090909,7.096774193548388,0.05,SD,intermediate,,unmatched,,,
PGC4270,PGC4270,PGC_4270,17.856897,17.67613,4.39,1.93,0.4396355353075171,2.2746113989637307,0.38,SA,thick_like,,unmatched,,,
PGC4278,PGC4278,PGC_4278,17.880224,23.215996,7.42,2.53,0.3409703504043126,2.9328063241106723,0.08,SD,thick_like,,unmatched,,,
PGC1498793,PGC1498793,PGC_1498793,17.89138,16.01948,3.55,1.56,0.4394366197183099,2.275641025641025,0.18,SB,thick_like,,unmatched,,,
2MASXJ01114694+2423143,2MASXJ011146942423143,,17.945707,24.387396,3.64,1.17,0.3214285714285714,3.111111111111112,0.12,SC,thick_like,,unmatched,,,
PGC1543844,PGC1543844,PGC_1543844,17.966602,17.864286,7.12,1.0,0.1404494382022472,7.12,0.06,SD,intermediate,,unmatched,,,
PGC1503710,PGC1503710,PGC_1503710,17.976202,16.223715,3.71,1.43,0.38544474393531,2.5944055944055946,0.22,SB,thick_like,,unmatched,,,
PGC1805700,PGC1805700,PGC_1805700,18.051981,27.360235,3.33,1.09,0.3273273273273273,3.0550458715596327,0.13,SB,thick_like,,unmatched,,,
PGC1743757,PGC1743757,PGC_1743757,18.068268,25.634621,4.33,1.68,0.3879907621247113,2.577380952380953,0.21,SB,thick_like,,unmatched,,,
PGC1471954,PGC1471954,PGC_1471954,18.073921,14.975701,4.38,1.39,0.317351598173516,3.1510791366906474,0.22,SA,thick_like,,unmatched,,,
PGC1502091,PGC1502091,PGC_1502091,18.134123,16.155773,4.76,1.37,0.2878151260504202,3.4744525547445253,0.06,SC,thick_like,,unmatched,,,
PGC1485444,PGC1485444,PGC_1485444,18.158974,15.467892,3.92,1.92,0.4897959183673469,2.0416666666666665,0.4,SB,thick_like,,unmatched,,,
PGC90528,PGC90528,PGC_90528,18.21866,27.530455,4.87,1.25,0.2566735112936344,3.896,0.08,SD,thick_like,,unmatched,,,
NGC00429,NGC00429,NGC_429,18.238955,-0.345437,6.99,4.94,0.7067238912732475,1.4149797570850202,0.44,SB,thick_like,,unmatched,,,
PGC1429997,PGC1429997,PGC_1429997,18.279984,13.396872,5.59,4.33,0.7745974955277282,1.2909930715935334,0.35,SB,thick_like,,unmatched,,,
UGC00764,UGC00764,UGC_764,18.302217,34.965965,8.99,2.12,0.235817575083426,4.2405660377358485,0.06,SD,thick_like,,unmatched,,,
PGC987025,PGC987025,PGC_987025,18.354607,-9.742872,5.98,1.02,0.1705685618729097,5.862745098039216,0.06,SD,intermediate,,unmatched,,,
PGC92839,PGC92839,PGC_92839,18.360157,17.441143,6.39,1.41,0.2206572769953051,4.531914893617022,0.06,SD,thick_like,,unmatched,,,
PGC94060,PGC94060,PGC_94060,18.387714,0.496669,7.39,2.21,0.2990527740189445,3.343891402714932,0.21,SB,thick_like,,unmatched,,,
PGC1169114,PGC1169114,PGC_1169114,18.435274,0.556405,4.0,1.24,0.31,3.2258064516129035,0.09,SC,thick_like,,unmatched,,,
UGC00775,UGC00775,UGC_775,18.470995,19.17671,8.83,2.34,0.2650056625141562,3.773504273504274,0.2,SB,thick_like,,unmatched,,,
NED,NED,,18.508577,17.112263,4.31,1.14,0.2645011600928074,3.780701754385965,0.07,SC,thick_like,,unmatched,,,
PGC166829,PGC166829,PGC_166829,18.636766,1.004198,5.72,1.76,0.3076923076923077,3.25,0.08,SC,thick_like,,unmatched,,,
PGC1613002,PGC1613002,PGC_1613002,18.636812,20.001976,3.97,1.95,0.4911838790931989,2.035897435897436,0.38,SA,thick_like,,unmatched,,,
PGC1727942,PGC1727942,PGC_1727942,18.684967,25.181561,2.96,1.48,0.5,2.0,0.19,SC,thick_like,,unmatched,,,
PGC73840,PGC73840,PGC_73840,18.695589,0.524679,4.76,2.3,0.4831932773109244,2.0695652173913044,0.48,SA,thick_like,,unmatched,,,
PGC1460097,PGC1460097,PGC_1460097,18.699074,14.512235,4.22,1.58,0.3744075829383886,2.6708860759493667,0.09,SC,thick_like,,unmatched,,,
PGC1433134,PGC1433134,PGC_1433134,18.764372,13.521481,5.45,1.99,0.365137614678899,2.738693467336684,0.27,SB,thick_like,,unmatched,,,
PGC1629904,PGC1629904,PGC_1629904,18.809408,20.531651,5.32,1.18,0.2218045112781954,4.508474576271187,0.05,SD,thick_like,,unmatched,,,
NED,NED,,18.870375,25.933643,4.07,0.91,0.2235872235872235,4.472527472527473,0.07,SD,thick_like,,unmatched,,,
PGC1477895,PGC1477895,PGC_1477895,18.964981,15.196716,4.36,1.88,0.4311926605504587,2.319148936170213,0.28,SB,thick_like,,unmatched,,,
NED,NED,,19.024111,19.772249,3.7,1.36,0.3675675675675676,2.7205882352941178,0.09,SC,thick_like,,unmatched,,,
PGC997290,PGC997290,PGC_997290,19.059599,-8.939355,6.01,0.73,0.1214642262895174,8.232876712328768,0.06,SB,intermediate,,unmatched,,,
PGC1626162,PGC1626162,PGC_1626162,19.152668,20.399277,5.51,2.09,0.3793103448275862,2.636363636363636,0.22,SA,thick_like,,unmatched,,,
NED,NED,,19.237841,18.133789,5.78,2.06,0.356401384083045,2.8058252427184467,0.09,SC,thick_like,,unmatched,,,
NED,NED,,19.316139,31.029711,4.43,0.97,0.218961625282167,4.56701030927835,0.07,SC,thick_like,,unmatched,,,
2MASXJ01172843+1742160,2MASXJ011728431742160,,19.368464,17.704424,3.53,1.85,0.5240793201133145,1.908108108108108,0.31,SB,thick_like,,unmatched,,,
NED,NED,,19.522617,29.493177,6.59,1.02,0.1547799696509863,6.46078431372549,0.05,SD,intermediate,,unmatched,,,
PGC90535,PGC90535,PGC_90535,19.613579,0.28547,7.93,1.39,0.1752837326607818,5.705035971223022,0.07,SB,intermediate,,unmatched,,,
PGC2008067,PGC2008067,PGC_2008067,19.622169,32.685638,4.12,1.68,0.4077669902912621,2.452380952380953,0.16,SC,thick_like,,unmatched,,,
PGC1146985,PGC1146985,PGC_1146985,19.768171,-0.292525,3.96,1.13,0.2853535353535353,3.504424778761062,0.12,SB,thick_like,,unmatched,,,
UGC00847,UGC00847,UGC_847,19.768316,-0.138572,22.66,2.19,0.0966460723742277,10.34703196347032,0.05,SD,thin_like,,unmatched,,,
2MASXJ01194999+0042219,2MASXJ011949990042219,,19.958263,0.70602,5.92,0.94,0.1587837837837837,6.297872340425532,0.06,SD,intermediate,,unmatched,,,
PGC90536,PGC90536,PGC_90536,20.00246,13.053057,12.83,1.51,0.117692907248636,8.496688741721854,0.14,SA,intermediate,,unmatched,,,
PGC90537,PGC90537,PGC_90537,20.054974,-2.52317,9.57,1.61,0.1682340647857889,5.944099378881988,0.05,SD,intermediate,,unmatched,,,
NED,NED,,20.070786,30.180111,5.68,1.1,0.1936619718309859,5.163636363636363,0.06,SD,intermediate,,unmatched,,,
PGC1921834,PGC1921834,PGC_1921834,20.101139,30.877567,3.56,1.2,0.3370786516853932,2.966666666666667,0.1,SB,thick_like,,unmatched,,,
PGC986639,PGC986639,PGC_986639,20.155573,-9.771979,6.1,1.0,0.1639344262295082,6.1,0.05,SB,intermediate,,unmatched,,,
PGC3128080,PGC3128080,PGC_3128080,20.206917,15.305096,5.57,1.22,0.2190305206463195,4.565573770491803,0.07,SD,thick_like,,unmatched,,,
PGC90539,PGC90539,PGC_90539,20.242643,21.493122,6.02,1.08,0.1794019933554817,5.5740740740740735,0.05,SD,intermediate,,unmatched,,,
PGC90540,PGC90540,PGC_90540,20.348846,-1.862524,14.87,2.8,0.1882985877605918,5.310714285714286,0.03,SD,intermediate,,unmatched,,,
PGC2145900,PGC2145900,PGC_2145900,20.469849,39.232082,4.0,1.09,0.2725,3.6697247706422016,0.09,SC,thick_like,,unmatched,,,
PGC1156250,PGC1156250,PGC_1156250,20.482189,0.066368,5.38,1.24,0.2304832713754646,4.338709677419355,0.18,SB,thick_like,,unmatched,,,
PGC169769,PGC169769,PGC_169769,20.621622,34.040031,7.57,2.35,0.3104359313077939,3.2212765957446807,0.08,SD,thick_like,,unmatched,,,
PGC100135,PGC100135,PGC_100135,20.639366,36.712231,4.43,2.24,0.5056433408577878,1.9776785714285712,0.16,SC,thick_like,,unmatched,,,
PGC1334427,PGC1334427,PGC_1334427,20.685312,7.921215,4.29,1.24,0.289044289044289,3.459677419354839,0.07,SD,thick_like,,unmatched,,,
SDSSJ012307.65-092505.0,SDSSJ012307650925050,,20.781891,-9.418065,5.61,0.98,0.1746880570409982,5.724489795918368,0.05,SD,intermediate,,unmatched,,,
UGC00931,UGC00931,UGC_931,20.810881,-0.700633,8.43,3.7,0.438908659549229,2.278378378378378,0.08,SC,thick_like,,unmatched,,,
PGC1149015,PGC1149015,PGC_1149015,20.88385,-0.213389,5.9,1.79,0.3033898305084745,3.2960893854748603,0.25,SB,thick_like,,unmatched,,,
PGC90544,PGC90544,PGC_90544,20.98724,28.63345,10.44,3.2,0.3065134099616858,3.2625,0.07,SD,thick_like,,unmatched,,,
PGC144099,PGC144099,PGC_144099,21.041134,0.320136,6.88,1.13,0.1642441860465116,6.08849557522124,0.12,SB,intermediate,,unmatched,,,
PGC5170,PGC5170,PGC_5170,21.102089,34.044247,5.21,1.68,0.3224568138195777,3.1011904761904763,0.08,SC,thick_like,,unmatched,,,
PGC1156593,PGC1156593,PGC_1156593,21.17087,0.081251,6.39,1.27,0.1987480438184663,5.031496062992126,0.06,SD,intermediate,,unmatched,,,
NGC00522,NGC00522,NGC_522,21.191042,9.994639,25.39,5.44,0.2142575817250886,4.667279411764706,0.11,SD,thick_like,,unmatched,,,
UGC00971,UGC00971,UGC_971,21.202381,1.036697,7.14,1.28,0.1792717086834734,5.578125,0.03,IR,intermediate,,unmatched,,,
PGC1976209,PGC1976209,PGC_1976209,21.394917,32.020836,4.79,1.2,0.2505219206680584,3.9916666666666663,0.11,SC,thick_like,,unmatched,,,
PGC2138497,PGC2138497,PGC_2138497,21.404509,38.871895,4.07,1.33,0.3267813267813267,3.0601503759398496,0.13,SC,thick_like,,unmatched,,,
PGC998982,PGC998982,PGC_998982,21.413839,-8.803039,5.79,1.3,0.2245250431778929,4.453846153846154,0.11,SB,thick_like,,unmatched,,,
PGC212758,PGC212758,PGC_212758,21.432344,8.040122,5.6,1.75,0.3125,3.2,0.26,SB,thick_like,,unmatched,,,
NED,NED,,21.458862,44.730598,4.67,1.22,0.2612419700214132,3.827868852459016,0.07,SC,thick_like,,unmatched,,,
PGC831400,PGC831400,PGC_831400,21.518005,-21.198309,3.88,1.72,0.4432989690721649,2.255813953488372,0.35,SA,thick_like,,unmatched,,,
2MASXJ01264588-2117259,2MASXJ012645882117259,,21.691078,-21.290442,5.74,1.29,0.2247386759581881,4.449612403100775,0.07,SD,thick_like,,unmatched,,,
NED,NED,,21.762358,44.683659,4.67,0.64,0.1370449678800856,7.296875,0.06,SD,intermediate,,unmatched,,,
PGC1326601,PGC1326601,PGC_1326601,21.782793,7.623869,3.53,1.51,0.4277620396600566,2.3377483443708607,0.41,SB,thick_like,,unmatched,,,
NGC00560,NGC00560,NGC_560,21.855862,-1.912998,16.48,6.87,0.4168689320388349,2.398835516739447,0.43,SB,thick_like,,unmatched,,,
PGC90550,PGC90550,PGC_90550,21.88052,-10.396425,9.41,1.24,0.1317747077577045,7.588709677419355,0.04,SD,intermediate,,unmatched,,,
PGC974400,PGC974400,PGC_974400,21.884192,-10.736865,4.74,1.33,0.2805907172995781,3.56390977443609,0.07,SC,thick_like,,unmatched,,,
PGC91935,PGC91935,PGC_91935,21.891518,-20.83786,8.2,1.45,0.1768292682926829,5.655172413793103,0.08,SB,intermediate,,unmatched,,,
UGC01040,UGC01040,UGC_1040,21.899595,-1.105119,8.76,2.91,0.3321917808219178,3.0103092783505154,0.43,SB,thick_like,,unmatched,,,
PGC91937,PGC91937,PGC_91937,22.132296,-19.501934,12.66,0.84,0.0663507109004739,15.071428571428571,0.03,IR,thin_like,,unmatched,,,
PGC1169623,PGC1169623,PGC_1169623,22.169977,0.575261,5.72,0.87,0.1520979020979021,6.57471264367816,0.1,SB,intermediate,,unmatched,,,
UGC01054,UGC01054,UGC_1054,22.202999,34.345757,7.1,1.94,0.2732394366197183,3.6597938144329896,0.06,SD,thick_like,,unmatched,,,
PGC1305147,PGC1305147,PGC_1305147,22.246939,6.663114,8.87,2.64,0.2976324689966178,3.3598484848484844,0.24,SB,thick_like,,unmatched,,,
SDSSJ012953.51+135631.3,SDSSJ012953511356313,,22.47299,13.94206,5.59,0.81,0.1449016100178891,6.901234567901234,0.07,SD,intermediate,,unmatched,,,
NED,NED,,22.630163,44.719929,3.55,1.52,0.4281690140845071,2.335526315789473,0.15,SC,thick_like,,unmatched,,,
NED,NED,,22.640051,6.386581,3.63,0.89,0.2451790633608815,4.078651685393258,0.07,SD,thick_like,,unmatched,,,
NED,NED,,22.708813,39.538223,3.45,1.53,0.4434782608695652,2.2549019607843137,0.09,SC,thick_like,,unmatched,,,
PGC3100987,PGC3100987,PGC_3100987,22.919968,-9.737604,5.62,1.58,0.2811387900355871,3.556962025316456,0.08,SC,thick_like,,unmatched,,,
PGC1167384,PGC1167384,PGC_1167384,22.977274,0.491943,6.34,1.28,0.2018927444794953,4.953125,0.08,SD,thick_like,,unmatched,,,
PGC2188129,PGC2188129,PGC_2188129,23.069756,41.860912,4.29,1.74,0.4055944055944055,2.4655172413793105,0.09,SC,thick_like,,unmatched,,,
PGC2359706,PGC2359706,PGC_2359706,23.158386,49.995365,4.53,1.84,0.4061810154525386,2.4619565217391304,0.09,SC,thick_like,,unmatched,,,
UGC01103,UGC01103,UGC_1103,23.166021,11.829496,7.58,1.97,0.2598944591029024,3.847715736040609,0.06,IR,thick_like,,unmatched,,,
PGC871270,PGC871270,PGC_871270,23.422136,-18.203777,3.25,2.08,0.64,1.5625,0.32,SB,thick_like,,unmatched,,,
UGC01123,UGC01123,UGC_1123,23.533209,-1.032286,12.55,4.48,0.3569721115537849,2.8013392857142856,0.36,SA,thick_like,,unmatched,,,
NED,NED,,23.544382,50.176029,4.98,0.86,0.1726907630522088,5.790697674418605,0.04,SD,intermediate,,unmatched,,,
NED,NED,,23.580976,53.73365,29.75,1.0,0.0336134453781512,29.75,0.05,SD,thin_like,,unmatched,,,
PGC1127971,PGC1127971,PGC_1127971,23.656418,-1.05225,7.38,1.94,0.2628726287262872,3.8041237113402064,0.07,SD,thick_like,,unmatched,,,
PGC90551,PGC90551,PGC_90551,23.714769,-3.050619,14.18,1.99,0.1403385049365303,7.125628140703517,0.05,SD,intermediate,,unmatched,,,
PGC1446565,PGC1446565,PGC_1446565,23.774433,14.003314,6.21,1.88,0.3027375201288245,3.3031914893617023,0.06,SD,thick_like,,unmatched,,,
PGC90553,PGC90553,PGC_90553,23.88154,2.031661,16.67,3.09,0.185362927414517,5.394822006472492,0.03,IR,intermediate,,unmatched,,,
PGC985605,PGC985605,PGC_985605,23.883022,-9.854013,5.1,1.28,0.2509803921568627,3.984375,0.2,SB,thick_like,,unmatched,,,
PGC5934,PGC5934,PGC_5934,23.965912,-9.94627,6.68,1.94,0.2904191616766467,3.4432989690721647,0.07,SD,thick_like,,unmatched,,,
PGC2241686,PGC2241686,PGC_2241686,23.986595,44.324375,5.48,1.6,0.291970802919708,3.4250000000000003,0.18,SB,thick_like,,unmatched,,,
UGC01146,UGC01146,UGC_1146,24.100519,10.536125,7.16,1.86,0.2597765363128492,3.8494623655913975,0.05,SD,thick_like,,unmatched,,,
PGC1460544,PGC1460544,PGC_1460544,24.101635,14.529505,4.04,2.38,0.5891089108910891,1.6974789915966388,0.11,SC,thick_like,,unmatched,,,
PGC849270,PGC849270,PGC_849270,24.108059,-19.879301,3.42,1.68,0.4912280701754385,2.0357142857142856,0.11,SC,thick_like,,unmatched,,,
SDSSJ013635.41-103226.1,SDSSJ013635411032261,,24.147581,-10.540591,5.61,1.22,0.2174688057040998,4.5983606557377055,0.05,SD,thick_like,,unmatched,,,
PGC842018,PGC842018,PGC_842018,24.281027,-20.418934,4.41,1.36,0.3083900226757369,3.242647058823529,0.1,SC,thick_like,,unmatched,,,
PGC138005,PGC138005,PGC_138005,24.290222,54.058197,3.97,0.98,0.2468513853904282,4.051020408163265,0.06,IR,thick_like,,unmatched,,,
PGC90554,PGC90554,PGC_90554,24.507647,32.351669,6.04,1.71,0.2831125827814569,3.5321637426900585,0.06,SC,thick_like,,unmatched,,,
UGC01160,UGC01160,UGC_1160,24.513882,32.494026,17.13,3.53,0.2060712200817279,4.852691218130311,0.05,SD,thick_like,,unmatched,,,
PGC1147312,PGC1147312,PGC_1147312,24.563093,-0.28043,4.48,1.06,0.2366071428571428,4.226415094339623,0.07,SD,thick_like,,unmatched,,,
SDSSJ013838.86+134304.3,SDSSJ013838861343043,,24.661947,13.717856,8.1,1.01,0.1246913580246913,8.01980198019802,0.04,SD,intermediate,,unmatched,,,
PGC1693089,PGC1693089,PGC_1693089,24.699862,23.754589,4.53,1.0,0.2207505518763796,4.53,0.08,SD,thick_like,,unmatched,,,
PGC6108,PGC6108,PGC_6108,24.787836,-10.503865,13.17,2.19,0.1662870159453303,6.013698630136987,0.04,SD,intermediate,,unmatched,,,
PGC1440467,PGC1440467,PGC_1440467,24.995527,13.785427,4.29,1.59,0.3706293706293706,2.69811320754717,0.22,SB,thick_like,,unmatched,,,
UGC01181,UGC01181,UGC_1181,25.124933,14.522899,9.5,2.14,0.2252631578947368,4.439252336448598,0.07,SB,thick_like,,unmatched,,,
PGC90557,PGC90557,PGC_90557,25.258743,-9.339615,9.95,1.85,0.185929648241206,5.378378378378378,0.06,SD,intermediate,,unmatched,,,
PGC1430362,PGC1430362,PGC_1430362,25.534962,13.410595,4.89,1.29,0.2638036809815951,3.790697674418604,0.06,SD,thick_like,,unmatched,,,
PGC1157741,PGC1157741,PGC_1157741,25.543848,0.124752,3.35,1.11,0.3313432835820896,3.018018018018018,0.33,SB,thick_like,,unmatched,,,
PGC174003,PGC174003,PGC_174003,25.701128,0.735861,3.54,1.06,0.2994350282485876,3.339622641509434,0.14,SC,thick_like,,unmatched,,,
PGC1440035,PGC1440035,PGC_1440035,25.718065,13.77126,3.5,1.37,0.3914285714285714,2.554744525547445,0.1,SC,thick_like,,unmatched,,,
PGC1433323,PGC1433323,PGC_1433323,25.91095,13.527663,10.05,1.93,0.1920398009950248,5.207253886010363,0.14,SA,intermediate,,unmatched,,,
PGC1301250,PGC1301250,PGC_1301250,25.9461,6.468358,5.68,1.42,0.25,4.0,0.17,SB,thick_like,,unmatched,,,
PGC90561,PGC90561,PGC_90561,26.020111,-7.49407,5.52,1.79,0.3242753623188406,3.083798882681564,0.05,SD,thick_like,,unmatched,,,
PGC997454,PGC997454,PGC_997454,26.28274,-8.925764,6.74,3.58,0.5311572700296736,1.88268156424581,0.53,SA,thick_like,,unmatched,,,
NED,NED,,26.408684,24.625561,3.58,1.17,0.3268156424581005,3.05982905982906,0.08,SC,thick_like,,unmatched,,,
2MASXJ01461053-0947225,2MASXJ014610530947225,,26.543821,-9.789683,6.58,1.29,0.196048632218845,5.10077519379845,0.07,SD,intermediate,,unmatched,,,
PGC1136847,PGC1136847,PGC_1136847,26.995764,-0.702173,4.93,0.85,0.1724137931034483,5.8,0.07,SD,intermediate,,unmatched,,,
PGC998898,PGC998898,PGC_998898,27.051191,-8.80914,4.85,2.0,0.4123711340206186,2.425,0.1,SC,thick_like,,unmatched,,,
PGC90564,PGC90564,PGC_90564,27.09244,33.845081,10.32,1.89,0.1831395348837209,5.4603174603174605,0.04,IR,intermediate,,unmatched,,,
PGC1689181,PGC1689181,PGC_1689181,27.145056,23.543518,6.22,1.77,0.2845659163987138,3.5141242937853105,0.37,SB,thick_like,,unmatched,,,
PGC1417675,PGC1417675,PGC_1417675,27.14868,12.862238,4.35,1.37,0.3149425287356322,3.175182481751824,0.15,SB,thick_like,,unmatched,,,
NED,NED,,27.381723,32.588757,38.67,11.31,0.2924747866563227,3.419098143236074,0.05,IR,thick_like,,unmatched,,,
PGC1004424,PGC1004424,PGC_1004424,27.423338,-8.383626,3.67,1.39,0.3787465940054496,2.6402877697841727,0.08,SC,thick_like,,unmatched,,,
NED,NED,,27.477966,5.981707,4.78,0.9,0.1882845188284518,5.311111111111111,0.05,SD,intermediate,,unmatched,,,
NED,NED,,27.559879,27.655331,30.13,26.08,0.8655824759376037,1.1552914110429449,0.04,UN,thick_like,,unmatched,,,
PGC1465061,PGC1465061,PGC_1465061,27.621141,14.707645,4.26,1.77,0.4154929577464789,2.406779661016949,0.23,SB,thick_like,,unmatched,,,
PGC904579,PGC904579,PGC_904579,27.659245,-15.933372,5.96,1.12,0.1879194630872483,5.321428571428571,0.05,SD,intermediate,,unmatched,,,
PGC90567,PGC90567,PGC_90567,27.733145,16.821842,8.29,1.59,0.1917973462002412,5.213836477987421,0.04,SD,intermediate,,unmatched,,,
PGC144366,PGC144366,PGC_144366,27.761942,-8.584081,4.92,2.59,0.5264227642276422,1.8996138996139,0.58,SB,thick_like,,unmatched,,,
PGC1161233,PGC1161233,PGC_1161233,27.791122,0.258806,6.53,1.25,0.1914241960183767,5.224,0.1,SB,intermediate,,unmatched,,,
PGC1468480,PGC1468480,PGC_1468480,27.798708,14.840808,5.64,1.2,0.2127659574468085,4.7,0.06,SD,thick_like,,unmatched,,,
PGC144376,PGC144376,PGC_144376,27.895777,-8.587979,4.05,1.58,0.3901234567901235,2.5632911392405062,0.21,SB,thick_like,,unmatched,,,
PGC174287,PGC174287,PGC_174287,28.066591,-8.243489,4.01,2.28,0.5685785536159601,1.7587719298245614,0.35,SA,thick_like,,unmatched,,,
PGC1179765,PGC1179765,PGC_1179765,28.119579,0.942502,4.29,1.28,0.2983682983682983,3.3515625,0.09,SC,thick_like,,unmatched,,,
PGC6966,PGC6966,PGC_6966,28.203789,-3.447419,30.31,5.12,0.1689211481359287,5.919921875,0.12,UN,intermediate,,unmatched,,,
