bizyaev_name,bizyaev_name_norm,bizyaev_catalog_token,RAJ2000,DEJ2000,h,z0,z0_over_h,h_over_z0,B/T,Type,thickness_flag,sparc_match_name,sparc_match_reason,match_sep_deg,nearest_sparc_name,nearest_sparc_sep_deg
PGC1364510,PGC1364510,PGC_1364510,194.636398,9.397105,4.74,1.76,0.3713080168776371,2.6931818181818183,0.09,SC,thick_like,,unmatched,,,
SDSSJ125834.21+044613.4,SDSSJ125834210446134,,194.642548,4.770391,4.7,0.97,0.2063829787234042,4.845360824742269,0.07,SC,thick_like,,unmatched,,,
PGC1356283,PGC1356283,PGC_1356283,194.696121,8.922634,4.95,1.08,0.2181818181818182,4.583333333333333,0.1,SC,thick_like,,unmatched,,,
PGC44511,PGC44511,PGC_44511,194.711517,28.084017,5.21,2.16,0.4145873320537428,2.4120370370370368,0.51,SA,thick_like,,unmatched,,,
IC03949,IC03949,IC_3949,194.732925,27.833309,5.07,1.48,0.291913214990138,3.425675675675676,0.05,SD,thick_like,,unmatched,,,
PGC91240,PGC91240,PGC_91240,194.743362,39.390583,5.65,1.47,0.2601769911504424,3.843537414965987,0.08,SD,thick_like,,unmatched,,,
PGC1353083,PGC1353083,PGC_1353083,194.830154,8.754186,5.4,1.09,0.2018518518518518,4.954128440366972,0.05,SD,thick_like,,unmatched,,,
PGC1195105,PGC1195105,PGC_1195105,194.843597,1.443417,6.96,1.76,0.2528735632183908,3.954545454545455,0.25,SB,thick_like,,unmatched,,,
PGC2054494,PGC2054494,PGC_2054494,194.858261,34.783691,6.24,2.16,0.3461538461538461,2.888888888888889,0.25,SA,thick_like,,unmatched,,,
PGC1857921,PGC1857921,PGC_1857921,194.896561,29.171268,5.4,0.96,0.1777777777777777,5.625000000000001,0.06,SD,intermediate,,unmatched,,,
PGC44627,PGC44627,PGC_44627,194.899811,15.049267,6.37,2.77,0.434850863422292,2.299638989169675,0.22,SB,thick_like,,unmatched,,,
AGC228010,AGC228010,,194.908844,6.446292,6.59,0.92,0.1396054628224582,7.163043478260869,0.04,SD,intermediate,,unmatched,,,
NED,NED,,194.912979,28.895521,7.28,4.54,0.6236263736263736,1.60352422907489,0.39,SA,thick_like,,unmatched,,,
PGC44667,PGC44667,PGC_44667,194.946442,27.710308,7.85,4.26,0.5426751592356688,1.842723004694836,0.4,SA,thick_like,,unmatched,,,
NGC04892,NGC04892,NGC_4892,195.014694,26.898113,9.49,4.61,0.4857744994731296,2.058568329718004,0.22,SB,thick_like,,unmatched,,,
PGC1953655,PGC1953655,PGC_1953655,195.036804,31.571756,4.39,1.35,0.3075170842824601,3.2518518518518515,0.12,SC,thick_like,,unmatched,,,
SDSSJ130025.56+590218.6,SDSSJ130025565902186,,195.106506,59.038528,5.92,1.06,0.179054054054054,5.584905660377358,0.06,SD,intermediate,,unmatched,,,
SDSSJ130026.67+142947.4,SDSSJ130026671429474,,195.111145,14.496525,5.24,0.77,0.1469465648854961,6.805194805194805,0.06,SD,intermediate,,unmatched,,,
PGC91241,PGC91241,PGC_91241,195.127289,0.480127,8.38,1.53,0.1825775656324582,5.477124183006536,0.13,SB,intermediate,,unmatched,,,
PGC2381360,PGC2381360,PGC_2381360,195.131699,50.758251,5.9,1.21,0.2050847457627118,4.87603305785124,0.09,SB,thick_like,,unmatched,,,
PGC214053,PGC214053,PGC_214053,195.176147,39.785454,5.53,1.5,0.2712477396021699,3.686666666666667,0.09,SC,thick_like,,unmatched,,,
PGC2145846,PGC2145846,PGC_2145846,195.179932,39.228203,3.59,1.62,0.4512534818941505,2.216049382716049,0.19,SB,thick_like,,unmatched,,,
SDSSJ130045.20+274449.3,SDSSJ130045202744493,,195.18837,27.747038,4.36,1.52,0.3486238532110091,2.868421052631579,0.08,SC,thick_like,,unmatched,,,
PGC2584867,PGC2584867,PGC_2584867,195.25238,58.967926,4.9,2.12,0.4326530612244897,2.311320754716981,0.18,SC,thick_like,,unmatched,,,
2MASXJ13010542+1649469,2MASXJ130105421649469,,195.272659,16.829708,4.44,1.15,0.259009009009009,3.860869565217392,0.17,SB,thick_like,,unmatched,,,
PGC83754,PGC83754,PGC_83754,195.301193,27.604481,4.05,2.07,0.5111111111111111,1.9565217391304348,0.2,SB,thick_like,,unmatched,,,
PGC3297478,PGC3297478,PGC_3297478,195.323502,-0.463475,6.05,1.08,0.1785123966942149,5.601851851851851,0.07,SB,intermediate,,unmatched,,,
PGC2292109,PGC2292109,PGC_2292109,195.324997,47.0858,6.24,2.71,0.4342948717948717,2.302583025830258,0.26,SB,thick_like,,unmatched,,,
NED,NED,,195.352081,49.830116,3.9,0.95,0.2435897435897435,4.105263157894737,0.06,SD,thick_like,,unmatched,,,
PGC1308230,PGC1308230,PGC_1308230,195.375198,6.824368,5.23,1.33,0.254302103250478,3.932330827067669,0.14,SB,thick_like,,unmatched,,,
NED,NED,,195.381653,18.443888,6.82,1.22,0.1788856304985337,5.59016393442623,0.06,SD,intermediate,,unmatched,,,
PGC1300575,PGC1300575,PGC_1300575,195.415802,6.432921,4.15,1.49,0.3590361445783132,2.78523489932886,0.37,SB,thick_like,,unmatched,,,
PGC2426423,PGC2426423,PGC_2426423,195.431381,52.890816,4.16,1.55,0.3725961538461538,2.683870967741936,0.14,SC,thick_like,,unmatched,,,
PGC44928,PGC44928,PGC_44928,195.445908,28.094999,7.75,3.56,0.4593548387096774,2.176966292134832,0.51,SA,thick_like,,unmatched,,,
PGC2431356,PGC2431356,PGC_2431356,195.463852,53.080959,5.87,1.39,0.2367972742759795,4.223021582733813,0.07,SD,thick_like,,unmatched,,,
PGC2418259,PGC2418259,PGC_2418259,195.503845,52.56995,4.14,1.08,0.2608695652173913,3.8333333333333326,0.1,SB,thick_like,,unmatched,,,
PGC44973,PGC44973,PGC_44973,195.517487,29.253448,6.16,2.53,0.4107142857142857,2.4347826086956523,0.31,SB,thick_like,,unmatched,,,
NED,NED,,195.531006,58.6982,29.76,6.69,0.2247983870967742,4.448430493273543,0.11,SD,thick_like,,unmatched,,,
2MASXJ13021348+1846247,2MASXJ130213481846247,,195.556229,18.773605,4.44,2.42,0.545045045045045,1.834710743801653,0.26,SB,thick_like,,unmatched,,,
PGC1377135,PGC1377135,PGC_1377135,195.56337,10.273303,3.57,1.31,0.3669467787114846,2.7251908396946565,0.22,SB,thick_like,,unmatched,,,
PGC1095844,PGC1095844,PGC_1095844,195.676468,-2.303801,5.01,1.68,0.3353293413173652,2.982142857142857,0.19,SB,thick_like,,unmatched,,,
UGC08149,UGC08149,UGC_8149,195.699356,6.785845,9.39,1.89,0.2012779552715654,4.968253968253969,0.06,SD,thick_like,,unmatched,,,
PGC45061,PGC45061,PGC_45061,195.735214,53.981968,5.43,2.33,0.429097605893186,2.330472103004292,0.3,SB,thick_like,,unmatched,,,
NGC04931,NGC04931,NGC_4931,195.753464,28.032358,9.63,8.1,0.8411214953271027,1.188888888888889,0.51,SB,thick_like,,unmatched,,,
PGC2350129,PGC2350129,PGC_2350129,195.761597,49.678608,6.25,2.01,0.3215999999999999,3.109452736318408,0.22,SC,thick_like,,unmatched,,,
NGC04934,NGC04934,NGC_4934,195.817688,28.030416,6.0,3.1,0.5166666666666667,1.9354838709677415,0.15,SC,thick_like,,unmatched,,,
PGC1097938,PGC1097938,PGC_1097938,195.878113,-2.233433,4.88,1.77,0.3627049180327868,2.7570621468926557,0.16,SC,thick_like,,unmatched,,,
PGC1777269,PGC1777269,PGC_1777269,195.880402,26.463793,4.32,1.05,0.2430555555555555,4.114285714285715,0.06,SD,thick_like,,unmatched,,,
2MASXJ13033221+3922477,2MASXJ130332213922477,,195.884186,39.379951,4.99,0.83,0.1663326653306613,6.0120481927710845,0.09,SD,intermediate,,unmatched,,,
PGC2118389,PGC2118389,PGC_2118389,195.89151,38.120953,5.71,1.37,0.2399299474605954,4.167883211678832,0.1,SD,thick_like,,unmatched,,,
PGC1709453,PGC1709453,PGC_1709453,195.903168,24.525703,7.04,3.29,0.4673295454545454,2.139817629179331,0.1,SC,thick_like,,unmatched,,,
PGC2182031,PGC2182031,PGC_2182031,195.947769,41.498447,3.61,1.9,0.5263157894736842,1.9,0.11,SC,thick_like,,unmatched,,,
NGC04944,NGC04944,NGC_4944,195.957855,28.185652,10.39,6.19,0.5957651588065448,1.678513731825525,0.32,SB,thick_like,,unmatched,,,
IC04144,IC04144,IC_4144,195.958603,36.943394,10.07,3.01,0.2989076464746772,3.345514950166113,0.16,SB,thick_like,,unmatched,,,
NED,NED,,195.958954,23.633545,5.52,1.37,0.2481884057971015,4.02919708029197,0.05,SD,thick_like,,unmatched,,,
PGC1408576,PGC1408576,PGC_1408576,195.963516,12.384428,3.54,1.99,0.5621468926553672,1.778894472361809,0.31,SA,thick_like,,unmatched,,,
NED,NED,,195.984604,13.691766,5.07,0.83,0.1637080867850098,6.10843373493976,0.05,SD,intermediate,,unmatched,,,
PGC2063407,PGC2063407,PGC_2063407,195.992325,35.366402,7.02,1.46,0.2079772079772079,4.808219178082192,0.07,SD,thick_like,,unmatched,,,
PGC2054332,PGC2054332,PGC_2054332,196.015167,34.774693,7.84,1.12,0.1428571428571428,6.999999999999999,0.05,SD,intermediate,,unmatched,,,
PGC1285282,PGC1285282,PGC_1285282,196.038528,5.553233,6.22,1.27,0.2041800643086816,4.89763779527559,0.14,SB,thick_like,,unmatched,,,
PGC2045157,PGC2045157,PGC_2045157,196.05542,34.181683,4.02,0.98,0.2437810945273632,4.1020408163265305,0.08,SB,thick_like,,unmatched,,,
2MASXJ13043681+0453260,2MASXJ130436810453260,,196.153412,4.89058,3.86,1.32,0.3419689119170985,2.924242424242424,0.16,SB,thick_like,,unmatched,,,
PGC1296339,PGC1296339,PGC_1296339,196.160767,6.199975,4.84,1.44,0.2975206611570248,3.361111111111111,0.09,SB,thick_like,,unmatched,,,
PGC45205,PGC45205,PGC_45205,196.16658,3.724722,4.64,2.15,0.4633620689655172,2.1581395348837207,0.45,SA,thick_like,,unmatched,,,
PGC1324294,PGC1324294,PGC_1324294,196.180405,7.535909,3.87,1.28,0.330749354005168,3.0234375,0.12,SC,thick_like,,unmatched,,,
PGC2571292,PGC2571292,PGC_2571292,196.185684,57.809181,5.16,1.18,0.2286821705426356,4.372881355932204,0.11,SC,thick_like,,unmatched,,,
PGC2028996,PGC2028996,PGC_2028996,196.215164,33.305645,3.76,1.43,0.3803191489361702,2.629370629370629,0.1,SC,thick_like,,unmatched,,,
PGC2086782,PGC2086782,PGC_2086782,196.219101,36.77578,5.9,0.93,0.1576271186440677,6.344086021505376,0.07,SD,intermediate,,unmatched,,,
2MASXJ13045432+1758266,2MASXJ130454321758266,,196.226288,17.974045,6.52,1.86,0.2852760736196319,3.505376344086021,0.21,SB,thick_like,,unmatched,,,
PGC91250,PGC91250,PGC_91250,196.279633,11.914667,7.17,1.32,0.1841004184100418,5.431818181818182,0.07,SD,intermediate,,unmatched,,,
PGC1087883,PGC1087883,PGC_1087883,196.292618,-2.587971,3.4,1.67,0.4911764705882352,2.035928143712575,0.07,SC,thick_like,,unmatched,,,
PGC91251,PGC91251,PGC_91251,196.361969,25.191168,8.49,1.58,0.1861012956419316,5.373417721518988,0.05,SD,intermediate,,unmatched,,,
NED,NED,,196.365051,13.941029,3.8,0.76,0.2,5.0,0.05,SD,intermediate,,unmatched,,,
SDSSJ130533.01+380520.9,SDSSJ130533013805209,,196.387543,38.089157,4.06,1.03,0.2536945812807882,3.9417475728155336,0.08,SC,thick_like,,unmatched,,,
PGC2061593,PGC2061593,PGC_2061593,196.416794,35.245789,3.15,1.67,0.5301587301587302,1.88622754491018,0.11,SC,thick_like,,unmatched,,,
PGC2360806,PGC2360806,PGC_2360806,196.435455,50.030769,6.32,1.04,0.1645569620253164,6.076923076923077,0.06,SD,intermediate,,unmatched,,,
PGC91252,PGC91252,PGC_91252,196.43573,25.384916,6.75,1.45,0.2148148148148148,4.655172413793103,0.09,SD,thick_like,,unmatched,,,
UGC08189,UGC08189,UGC_8189,196.444061,46.461777,13.36,2.89,0.2163173652694611,4.622837370242214,0.14,SD,thick_like,,unmatched,,,
UGC08186,UGC08186,UGC_8186,196.494324,3.956439,13.55,4.34,0.3202952029520295,3.122119815668203,0.11,SC,thick_like,,unmatched,,,
PGC91254,PGC91254,PGC_91254,196.532791,26.322453,6.09,1.3,0.2134646962233169,4.684615384615384,0.06,SD,thick_like,,unmatched,,,
PGC91253,PGC91253,PGC_91253,196.55896,1.508547,6.09,1.13,0.1855500821018062,5.389380530973452,0.05,SD,intermediate,,unmatched,,,
PGC91255,PGC91255,PGC_91255,196.564209,53.517895,5.74,1.81,0.3153310104529617,3.1712707182320443,0.07,SD,thick_like,,unmatched,,,
PGC2447040,PGC2447040,PGC_2447040,196.573959,53.65197,4.13,2.1,0.5084745762711865,1.9666666666666663,0.37,SA,thick_like,,unmatched,,,
UGC08195,UGC08195,UGC_8195,196.591415,29.657623,14.11,2.95,0.2090715804394047,4.783050847457627,0.1,SD,thick_like,,unmatched,,,
NED,NED,,196.609863,19.433983,6.96,1.25,0.1795977011494252,5.568,0.11,SD,intermediate,,unmatched,,,
PGC2294154,PGC2294154,PGC_2294154,196.632645,47.202942,4.49,1.81,0.4031180400890868,2.4806629834254146,0.19,SB,thick_like,,unmatched,,,
PGC1446978,PGC1446978,PGC_1446978,196.651505,14.018883,4.24,1.08,0.2547169811320754,3.925925925925926,0.06,SD,thick_like,,unmatched,,,
PGC1541280,PGC1541280,PGC_1541280,196.719315,17.773829,7.33,2.6,0.354706684856753,2.819230769230769,0.11,SC,thick_like,,unmatched,,,
PGC2278852,PGC2278852,PGC_2278852,196.735977,46.302719,4.77,2.2,0.4612159329140462,2.168181818181818,0.21,SC,thick_like,,unmatched,,,
2MASXJ13070503+4242056,2MASXJ130705034242056,,196.770981,42.701439,4.99,1.63,0.3266533066132264,3.0613496932515343,0.14,SB,thick_like,,unmatched,,,
NED,NED,,196.803925,24.932308,4.04,0.65,0.1608910891089109,6.215384615384616,0.07,SB,intermediate,,unmatched,,,
PGC2222839,PGC2222839,PGC_2222839,196.822678,43.526154,4.3,1.78,0.413953488372093,2.415730337078652,0.08,SC,thick_like,,unmatched,,,
UGC08203,UGC08203,UGC_8203,196.851746,32.862717,15.92,2.72,0.1708542713567839,5.852941176470588,0.05,SD,intermediate,,unmatched,,,
PGC91257,PGC91257,PGC_91257,196.866165,4.762896,10.81,2.33,0.215541165587419,4.639484978540772,0.23,SB,thick_like,,unmatched,,,
SDSSJ130732.88+140823.2,SDSSJ130732881408232,,196.886963,14.139791,6.65,1.03,0.1548872180451127,6.456310679611651,0.04,SD,intermediate,,unmatched,,,
PGC1949541,PGC1949541,PGC_1949541,196.910187,31.486971,3.78,1.62,0.4285714285714286,2.333333333333333,0.36,SB,thick_like,,unmatched,,,
NED,NED,,196.940903,17.339193,5.95,0.46,0.0773109243697479,12.934782608695652,0.06,SB,thin_like,,unmatched,,,
SDSSJ130750.17+111700.9,SDSSJ130750171117009,,196.959076,11.283589,5.95,0.57,0.095798319327731,10.438596491228072,0.04,SD,thin_like,,unmatched,,,
SDSSJ130753.92+542245.2,SDSSJ130753925422452,,196.974686,54.379242,3.48,0.92,0.264367816091954,3.782608695652174,0.08,SC,thick_like,,unmatched,,,
PGC2080583,PGC2080583,PGC_2080583,196.984924,36.434677,6.56,1.08,0.1646341463414634,6.0740740740740735,0.09,SB,intermediate,,unmatched,,,
PGC45503,PGC45503,PGC_45503,197.019882,50.196796,6.16,2.87,0.4659090909090909,2.1463414634146343,0.18,SC,thick_like,,unmatched,,,
PGC91260,PGC91260,PGC_91260,197.0298,60.385063,4.87,1.69,0.3470225872689938,2.881656804733728,0.1,SB,thick_like,,unmatched,,,
PGC1436906,PGC1436906,PGC_1436906,197.04187,13.6587,3.71,1.44,0.3881401617250674,2.576388888888889,0.12,SC,thick_like,,unmatched,,,
PGC91259,PGC91259,PGC_91259,197.060104,43.924583,9.29,1.96,0.2109795479009688,4.739795918367347,0.15,SB,thick_like,,unmatched,,,
2MASXJ13081671+0859564,2MASXJ130816710859564,,197.06958,8.999085,4.98,1.11,0.2228915662650602,4.486486486486487,0.09,SC,thick_like,,unmatched,,,
PGC2618359,PGC2618359,PGC_2618359,197.105835,61.459736,3.93,1.49,0.3791348600508906,2.63758389261745,0.16,SB,thick_like,,unmatched,,,
PGC1876976,PGC1876976,PGC_1876976,197.109924,29.754444,3.88,0.94,0.2422680412371134,4.127659574468085,0.08,SB,thick_like,,unmatched,,,
PGC1146843,PGC1146843,PGC_1146843,197.146454,-0.297798,3.75,1.86,0.496,2.0161290322580645,0.27,SA,thick_like,,unmatched,,,
SDSSJ130840.19+240437.0,SDSSJ130840192404370,,197.167465,24.076971,7.96,1.0,0.1256281407035175,7.96,0.05,SD,intermediate,,unmatched,,,
SDSSJ130844.41+134702.1,SDSSJ130844411347021,,197.185074,13.783913,3.62,0.99,0.2734806629834254,3.656565656565657,0.05,SC,thick_like,,unmatched,,,
SDSSJ130852.33+055949.0,SDSSJ130852330559490,,197.218063,5.996971,7.0,1.05,0.15,6.666666666666666,0.03,SD,intermediate,,unmatched,,,
SDSSJ130909.23+542326.7,SDSSJ130909235423267,,197.288345,54.390762,5.15,1.24,0.2407766990291261,4.153225806451613,0.07,SD,thick_like,,unmatched,,,
PGC214076,PGC214076,PGC_214076,197.296921,46.316223,4.84,2.02,0.4173553719008264,2.396039603960396,0.39,SB,thick_like,,unmatched,,,
PGC92384,PGC92384,PGC_92384,197.338531,-22.231422,6.2,1.69,0.2725806451612903,3.668639053254438,0.17,SB,thick_like,,unmatched,,,
PGC2050708,PGC2050708,PGC_2050708,197.397644,34.537262,5.21,2.16,0.4145873320537428,2.4120370370370368,0.09,SC,thick_like,,unmatched,,,
PGC2574640,PGC2574640,PGC_2574640,197.477768,58.108284,4.54,1.28,0.2819383259911894,3.546875,0.12,SB,thick_like,,unmatched,,,
PGC91262,PGC91262,PGC_91262,197.497635,23.237894,10.11,1.87,0.1849653808110781,5.406417112299464,0.05,SD,intermediate,,unmatched,,,
SDSSJ131000.12+511747.5,SDSSJ131000125117475,,197.500504,51.296539,4.87,1.81,0.3716632443531827,2.6906077348066297,0.08,SC,thick_like,,unmatched,,,
PGC2233087,PGC2233087,PGC_2233087,197.556549,43.952988,6.19,0.96,0.1550888529886914,6.447916666666667,0.05,SB,intermediate,,unmatched,,,
SDSSJ131032.02+051929.6,SDSSJ131032020519296,,197.633438,5.32491,2.21,0.9,0.4072398190045249,2.4555555555555557,0.14,SB,thick_like,,unmatched,,,
PGC1440298,PGC1440298,PGC_1440298,197.645844,13.780256,3.25,0.85,0.2615384615384615,3.823529411764706,0.11,SB,thick_like,,unmatched,,,
PGC1274685,PGC1274685,PGC_1274685,197.653412,4.880578,6.12,0.8,0.130718954248366,7.649999999999999,0.11,SB,intermediate,,unmatched,,,
PGC2273358,PGC2273358,PGC_2273358,197.664536,45.975536,3.67,1.35,0.3678474114441417,2.7185185185185183,0.07,SC,thick_like,,unmatched,,,
IC00856,IC00856,IC_856,197.673141,20.536652,6.24,2.93,0.469551282051282,2.1296928327645053,0.1,IR,thick_like,,unmatched,,,
SDSSJ131048.45+030618.6,SDSSJ131048450306186,,197.701843,3.10518,4.51,0.87,0.1929046563192904,5.183908045977011,0.08,SB,intermediate,,unmatched,,,
UGC08257,UGC08257,UGC_8257,197.710144,49.892548,12.47,2.62,0.2101042502004811,4.759541984732825,0.06,SD,thick_like,,unmatched,,,
2MASXJ13110349+0949057,2MASXJ131103490949057,,197.764587,9.818446,4.03,1.68,0.4168734491315136,2.398809523809524,0.49,SA,thick_like,,unmatched,,,
PGC1521576,PGC1521576,PGC_1521576,197.790253,16.976179,6.48,0.94,0.1450617283950617,6.893617021276596,0.14,SB,intermediate,,unmatched,,,
PGC2342314,PGC2342314,PGC_2342314,197.803238,49.415276,6.18,1.81,0.2928802588996764,3.414364640883978,0.12,SB,thick_like,,unmatched,,,
PGC1393096,PGC1393096,PGC_1393096,197.810638,11.404737,5.34,1.37,0.2565543071161049,3.8978102189781016,0.19,SB,thick_like,,unmatched,,,
PGC2338462,PGC2338462,PGC_2338462,197.816956,49.279606,3.13,1.59,0.5079872204472844,1.9685534591194969,0.36,SA,thick_like,,unmatched,,,
PGC1878405,PGC1878405,PGC_1878405,197.825455,29.79431,4.18,2.69,0.6435406698564594,1.553903345724907,0.13,SC,thick_like,,unmatched,,,
PGC45774,PGC45774,PGC_45774,197.827057,10.081496,6.22,2.4,0.3858520900321543,2.591666666666667,0.34,SB,thick_like,,unmatched,,,
PGC2216929,PGC2216929,PGC_2216929,197.847031,43.274467,4.19,1.16,0.2768496420047732,3.612068965517242,0.07,SD,thick_like,,unmatched,,,
PGC1389595,PGC1389595,PGC_1389595,197.903992,11.15633,3.09,1.91,0.6181229773462783,1.617801047120419,0.16,SC,thick_like,,unmatched,,,
PGC214087,PGC214087,PGC_214087,197.904984,22.993275,3.42,1.44,0.4210526315789473,2.375,0.2,SB,thick_like,,unmatched,,,
NED,NED,,197.970428,31.21619,5.09,0.99,0.1944990176817289,5.141414141414141,0.06,SD,intermediate,,unmatched,,,
PGC91264,PGC91264,PGC_91264,197.983444,11.096909,8.64,1.6,0.1851851851851851,5.4,0.09,SB,intermediate,,unmatched,,,
2MASXJ13120039+2458541,2MASXJ131200392458541,,198.00148,24.981644,7.57,1.22,0.1611624834874504,6.204918032786885,0.05,SD,intermediate,,unmatched,,,
SDSSJ131211.19+354024.4,SDSSJ131211193540244,,198.046631,35.673458,21.93,7.07,0.3223894208846329,3.101838755304102,0.08,SD,thick_like,,unmatched,,,
PGC91266,PGC91266,PGC_91266,198.050522,14.653806,9.64,1.87,0.1939834024896265,5.155080213903744,0.06,SD,intermediate,,unmatched,,,
PGC92386,PGC92386,PGC_92386,198.09848,-20.807409,9.12,1.88,0.2061403508771929,4.8510638297872335,0.13,SB,thick_like,,unmatched,,,
PGC1467149,PGC1467149,PGC_1467149,198.106003,14.786629,3.71,1.69,0.4555256064690027,2.195266272189349,0.26,SB,thick_like,,unmatched,,,
PGC1730793,PGC1730793,PGC_1730793,198.120087,25.267216,3.6,1.52,0.4222222222222222,2.3684210526315788,0.13,SB,thick_like,,unmatched,,,
PGC1770355,PGC1770355,PGC_1770355,198.161804,26.284842,4.9,1.55,0.3163265306122448,3.161290322580645,0.12,SC,thick_like,,unmatched,,,
SDSSJ131246.71+374036.5,SDSSJ131246713740365,,198.194641,37.676807,6.38,0.93,0.1457680250783699,6.86021505376344,0.05,SD,intermediate,,unmatched,,,
PGC2217377,PGC2217377,PGC_2217377,198.236008,43.293747,4.64,1.87,0.4030172413793104,2.4812834224598928,0.11,SC,thick_like,,unmatched,,,
PGC2594762,PGC2594762,PGC_2594762,198.263672,59.832787,6.04,1.17,0.1937086092715231,5.162393162393163,0.06,SD,intermediate,,unmatched,,,
PGC2275350,PGC2275350,PGC_2275350,198.279648,46.098438,8.07,1.24,0.1536555142503098,6.508064516129033,0.05,SD,intermediate,,unmatched,,,
UGC08296,UGC08296,UGC_8296,198.291931,9.690585,7.53,5.15,0.6839309428950864,1.462135922330097,0.41,SA,thick_like,,unmatched,,,
PGC91268,PGC91268,PGC_91268,198.354919,47.433075,5.14,1.8,0.3501945525291829,2.855555555555555,0.08,SD,thick_like,,unmatched,,,
PGC2212655,PGC2212655,PGC_2212655,198.441727,43.085674,4.12,1.67,0.4053398058252427,2.4670658682634734,0.08,SC,thick_like,,unmatched,,,
SDSSJ131346.70+491220.0,SDSSJ131346704912200,,198.444641,49.205563,5.08,1.07,0.2106299212598425,4.747663551401869,0.07,SD,thick_like,,unmatched,,,
PGC1831782,PGC1831782,PGC_1831782,198.47847,28.295788,4.37,2.0,0.4576659038901601,2.185,0.1,SC,thick_like,,unmatched,,,
PGC1531063,PGC1531063,PGC_1531063,198.539398,17.367308,5.0,2.06,0.412,2.4271844660194173,0.4,SB,thick_like,,unmatched,,,
PGC1102431,PGC1102431,PGC_1102431,198.56691,-2.074946,5.54,1.26,0.2274368231046931,4.396825396825397,0.12,SB,thick_like,,unmatched,,,
PGC1413975,PGC1413975,PGC_1413975,198.596497,12.67207,5.04,1.68,0.3333333333333333,3.0,0.1,SC,thick_like,,unmatched,,,
PGC2640529,PGC2640529,PGC_2640529,198.649826,62.642338,7.23,1.0,0.1383125864453665,7.23,0.06,SB,intermediate,,unmatched,,,
PGC2090724,PGC2090724,PGC_2090724,198.66153,36.987011,11.5,3.54,0.3078260869565217,3.248587570621469,0.29,SB,thick_like,,unmatched,,,
UGC08325,UGC08325,UGC_8325,198.722641,27.008121,8.95,4.21,0.470391061452514,2.1258907363420425,0.36,SB,thick_like,,unmatched,,,
PGC1959484,PGC1959484,PGC_1959484,198.754807,31.691395,4.57,1.88,0.411378555798687,2.4308510638297878,0.15,SB,thick_like,,unmatched,,,
UGC08324,UGC08324,UGC_8324,198.775009,3.045155,12.61,2.99,0.2371134020618557,4.217391304347825,0.07,SD,thick_like,,unmatched,,,
PGC1373034,PGC1373034,PGC_1373034,198.799042,9.990466,4.6,1.32,0.2869565217391304,3.4848484848484844,0.19,SB,thick_like,,unmatched,,,
UGC08332,UGC08332,UGC_8332,198.850586,52.066616,6.77,2.77,0.4091580502215657,2.444043321299638,0.21,SC,thick_like,,unmatched,,,
PGC46119,PGC46119,PGC_46119,198.857483,33.458458,3.01,1.3,0.4318936877076412,2.315384615384615,0.12,SC,thick_like,,unmatched,,,
SDSSJ131526.31+124035.7,SDSSJ131526311240357,,198.859634,12.676566,3.39,1.14,0.3362831858407079,2.9736842105263164,0.09,SC,thick_like,,unmatched,,,
PGC46111,PGC46111,PGC_46111,198.860397,-2.675691,8.29,2.15,0.2593486127864897,3.855813953488372,0.19,SC,thick_like,,unmatched,,,
PGC1371330,PGC1371330,PGC_1371330,198.866211,9.878823,5.21,1.65,0.3166986564299424,3.1575757575757577,0.18,SB,thick_like,,unmatched,,,
