galaxy,r_kpc,v_obs_kms,v_vis_kms,v_err_kms,h_kpc,source_path,Dw_i,sigma_i,beta_i,S_i,I_int_i,eta_obs_i,I_ext_i,DeltaD_i,eta_sigma_term_i,eta_dw_term_i,eta_density_term_i,eta_flow_term_i,eta_transition_term_i,segment_density_eff_msun_per_kpc3,segment_wedge_volume_eff_kpc3,segment_index,v_bar_kms,delta_v_i,C_i
UGC01281,0.08,1.41,6.0392466417592185,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.847579265974044,0.08368643491270866,0.015711654335529516,2504.455436735594,824584.5620617756,0.652276383595519,537857.0361103498,0.34772361640448096,0.38939529835553144,0.5442923279588365,0.47360353903507363,0.4865380715505956,0.7267772263786932,1904742.733845722,2.6561534999999994,1,6.0392466417592185,3.283153646637744,1.1416300592204356
UGC01281,0.23,4.46,6.842879510849215,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.847579265974044,0.08368643491270866,0.015711654335529516,2504.455436735594,824584.5620617756,0.652276383595519,537857.0361103498,0.34772361640448096,0.38939529835553144,0.5442923279588365,0.47360353903507363,0.4865380715505956,0.7267772263786932,1904742.733845722,2.6561534999999994,1,6.842879510849215,0.5342779172307658,0.18578104954453584
UGC01281,0.38,7.71,5.399675916200897,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.847579265974044,0.08368643491270866,0.015711654335529516,2504.455436735594,824584.5620617756,0.652276383595519,537857.0361103498,0.34772361640448096,0.38939529835553144,0.5442923279588365,0.47360353903507363,0.4865380715505956,0.7267772263786932,1904742.733845722,2.6561534999999994,1,5.399675916200897,0.29965292915682273,0.10419640019260613
UGC01281,0.54,11.0,8.514505270419416,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.864535341021717,0.08941730309103077,0.016833010400163016,5988.533849814263,902033.4993029623,0.6531788092640026,589464.2254713865,0.34682119073599726,0.40378393955008324,0.5549904767838295,0.4785015676709846,0.4879342728240061,0.7054469135463858,3196665.015078227,3.7518670392156865,1,8.514505270419416,0.2259540663255076,0.07836565833465305
UGC01281,0.69,14.2,10.793020893151278,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.880944445906562,0.09496330455392311,0.017918193688518012,9360.222636664583,976984.0837299172,0.6540521244270514,639406.6667885187,0.34594787557294854,0.41770843102868177,0.5653435240338228,0.48324159538315653,0.4892854353466614,0.6848046753215721,4446912.384012908,4.812234980392156,1,10.793020893151278,0.23992810611610718,0.08300261860110825
UGC01281,0.84,17.2,12.857285872220466,5.78,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.897353550791407,0.10050930601681547,0.01900337697687301,12731.911423514906,1051934.668156872,0.6549254395901001,689349.1081056509,0.3450745604098998,0.43163292250728025,0.575696571283816,0.4879816230953285,0.4906365978693167,0.6641624370967585,5697159.752947589,5.872602921568626,2,12.857285872220466,0.2524833795220659,0.08712559119938279
UGC01281,1.0,20.2,14.832754295814382,4.74,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.914856596001908,0.10642504091056731,0.020160905817785006,16328.379462821915,1131881.9582122904,0.6558569757640188,742621.0455105919,0.3441430242359812,0.4464857134177853,0.5867398216838089,0.49303765265497856,0.49207783789348236,0.6421440496569573,7030756.946477917,7.0036620588235285,2,14.832754295814382,0.2657052328804761,0.09144060239881271
UGC01281,1.15,23.2,16.483039768198097,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.931265700886753,0.11197104237345967,0.021246089106140006,19700.068249672233,1206832.5426392453,0.6567302909270675,792563.4868277241,0.34326970907293247,0.46041020489638385,0.5970928689338021,0.4977776803671505,0.4934290004161377,0.6215018114321436,8281004.315412598,8.064029999999999,2,16.483039768198097,0.2895241479224958,0.09938487002694381
UGC01281,1.3,26.4,16.832266632869143,7.13,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.903764593076123,0.11574679778696374,0.03842723525152456,60057.959304225544,1313800.710137514,0.6428510707318734,838491.1907627985,0.3571489292681266,0.46817290981866155,0.5780550514958016,0.49972368591307154,0.4947174317070911,0.561973544909786,9752505.999729307,9.07339205882353,2,16.832266632869143,0.3624141426943506,0.12943582301491335
UGC01281,1.46,29.3,18.011343647823725,4.38,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.8744300780781185,0.11977427022803473,0.05675379113993473,103106.37642908236,1427900.088802334,0.6280465691903331,887480.7416268778,0.3719534308096669,0.4764531284024244,0.5577480462286012,0.501799425162054,0.49609175841744135,0.498476727285938,11322107.796333797,10.150044921568629,2,18.011343647823725,0.3852783737944121,0.14330561294960084
UGC01281,1.61,31.6,19.54800501329995,4.94,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.8469289702674887,0.1235500256415388,0.07393493728531929,143464.2674836357,1534868.2563006026,0.6141673489951389,933408.4455619522,0.3858326510048611,0.4842158333247021,0.5387102287906008,0.5037454307079751,0.49738018970839476,0.4389484607635804,12793609.480650507,11.15940698039216,3,19.54800501329995,0.3813922464145586,0.14715358150682836
UGC01281,1.76,34.6,20.62334841872192,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.8194278624568594,0.12732578105504286,0.09111608343070382,183822.15853818893,1641836.423798871,0.6002881287999449,979336.1494970265,0.39971187120005514,0.49197853824697974,0.5196724113526004,0.5056914362538961,0.49866862099934817,0.379420194241223,14265111.164967217,12.16876903921569,3,20.62334841872192,0.4039494676669965,0.16146339759144135
UGC01281,1.92,37.4,21.837456353705665,7.09,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.7902557353727246,0.13158103891067865,0.11071899571743093,233067.4574141089,1756537.4630491259,0.5860173417571518,1029409.100344256,0.41398265824284824,0.500553009133396,0.4991797724090499,0.5077184804856462,0.5000345887070163,0.31838617818089177,15804259.146288833,13.261491629629631,3,21.837456353705665,0.4161107926816667,0.1722626520778951
UGC01281,2.07,39.9,22.656195620624395,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.7676262649781966,0.14219035676112676,0.16619083381232452,459331.8010005607,1881555.4481104438,0.5881495565243761,1107838.8037738416,0.411850443475624,0.5171432831352755,0.47457294468054795,0.5082036355145926,0.5010722499175071,0.33274195856404026,16362146.372119384,14.75294551851852,3,22.656195620624395,0.4321755483552783,0.17799169124944236
UGC01281,2.22,42.2,23.547590110242705,4.37,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.744996794583669,0.15279967461157493,0.22166267190721828,685596.1445870132,2006573.4331717624,0.5902817712916003,1186268.5072034274,0.40971822870839975,0.533733557137155,0.44996611695204586,0.5086887905435391,0.502109911127998,0.34709773894718887,16920033.597949933,16.24439940740741,3,23.547590110242705,0.4420002343544383,0.18109555310839803
UGC01281,2.38,44.4,24.25746070799662,4.58,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.720858692829506,0.16411628031871958,0.2808326325417714,926944.7777458947,2139925.9505705014,0.5925561337099728,1269926.8575283184,0.40744386629002716,0.5514298494058264,0.4237188340416438,0.509206289241082,0.5032167497525215,0.36241057135588056,17515113.30550252,17.835283555555556,4,24.25746070799662,0.45366079486494093,0.18484130824397843
UGC01281,2.53,46.7,24.82544662236714,5.91,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.6982292224349784,0.17472559816916772,0.336304470636665,1153209.1213323465,2264943.9356318195,0.5946883484771971,1348356.560957904,0.4053116515228029,0.5680201234077058,0.39911200631314175,0.5096914442700285,0.5042544109630123,0.37676635173902906,18073000.53133307,19.326737444444444,4,24.82544662236714,0.46840585391076794,0.1898503502315221
UGC01281,2.68,48.5,25.26107281965673,7.72,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.6755997520404504,0.18533491601961585,0.3917763087315588,1379473.464918799,2389961.9206931377,0.5968205632444213,1426786.2643874898,0.40317943675557866,0.5846103974095853,0.3745051785846397,0.5101765992989751,0.505292072173503,0.3911221321221776,18630887.75716362,20.81819133333334,4,25.26107281965673,0.4791531377390365,0.19318469219329293
UGC01281,2.76,49.3,25.400472436551254,9.73,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.6628647309943143,0.19006514470378394,0.4155364719385439,1454084.1952276882,2429047.233522761,0.5976967496136738,1451849.2775255083,0.40230325038632614,0.5912325087842215,0.3638807172341451,0.5100812957388137,0.5056142744087903,0.397868859358256,18582384.877582867,22.475345100000002,4,25.400472436551254,0.48477743536407186,0.19502753796091324
UGC01281,3.07,53.0,25.848359715850442,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.6101985659197107,0.2037709827609393,0.47858703340541076,1513705.4078624276,2443040.786850782,0.5997916582170002,1465437.0390636337,0.4002083417829998,0.6058027671831488,0.3351622018083548,0.5079480522718974,0.50571085156203,0.4194802270025841,16670401.886946447,33.189986700000006,4,25.848359715850442,0.512295099700935,0.20502477235486777
UGC01281,3.46,54.1,26.58210676376122,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.5439411324387575,0.22101381128445738,0.5579087075088884,1588712.7398867772,2460645.579747325,0.6024271883953786,1482531.3197083722,0.3975728116046215,0.6241330922656703,0.29903245659526384,0.5052642943619061,0.5058323518515896,0.4466687217809323,14265003.9309845,46.669697100000015,4,26.58210676376122,0.5086486734979442,0.20222488324153878
UGC01281,3.83,55.0,26.48306062372701,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.4810815160593913,0.23737239219138476,0.6331626034532134,1659873.5420637242,2477347.562751737,0.6049275631799939,1498748.9705764574,0.39507243682000615,0.6415234006772932,0.264755518828998,0.5027181650626835,0.5059476213570692,0.4724629347757755,11982959.716353938,59.458140300000025,5,26.48306062372701,0.5184898068413271,0.20484103145513738
UGC01281,4.23,55.7,25.987221859983418,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.4139746283030417,0.25483628261905045,0.7135012220964791,1735842.5065499244,2495178.0581213124,0.607596882206813,1516062.4086653593,0.3924031177931871,0.6600887299275392,0.2281625717542008,0.5,0.5060706793426488,0.5,9546723.325059151,73.1106675,5,25.987221859983418,0.5334430545783947,0.20932471778168335
UGC01281,4.62,56.4,26.820986186193824,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.4139746283030417,0.25483628261905045,0.7135012220964791,1735842.5065499244,2495178.0581213124,0.607596882206813,1516062.4086653593,0.3924031177931871,0.6600887299275392,0.2281625717542008,0.5,0.5060706793426488,0.5,9546723.325059151,73.1106675,5,26.820986186193824,0.5244505995355705,0.20579605038626406
UGC01281,4.99,56.9,27.403366581498705,4.0,11.31,data\derived\crossmatch\sparc_structure_test32\per_galaxy\UGC01281_structure_enriched.csv,2.4139746283030417,0.25483628261905045,0.7135012220964791,1735842.5065499244,2495178.0581213124,0.607596882206813,1516062.4086653593,0.3924031177931871,0.6600887299275392,0.2281625717542008,0.5,0.5060706793426488,0.5,9546723.325059151,73.1106675,5,27.403366581498705,0.5183942604306027,0.20341952403906188
