TrackName,Name,ID,On,InfoFlags_raw,InfoFlags_str,has_empirical_track,has_D,has_pm,has_vrad,has_empirical_track_from_flag,has_D_from_flag,has_pm_from_flag,has_vrad_from_flag,length,ra_mid,dec_mid,distance_mid,ra_pole,dec_pole,width_phi2,width_pm_phi1_cosphi2,width_pm_phi2,n_track_points,n_mid_points,n_end_points,availability_score,availability_score_from_flag,halo_usefulness_label
Molonglo-G17,Molonglo,64.0,True,1000,1000,1,0,0,0,1,0,0,0,19.359291249208525,2.074920300059308,-18.51605822172253,19.99999999999998,251.3235283310508,-46.61367917280008,0.3,-9.0,-9.0,1936,1,2,1,1,D_minimal
Monoceros-R21,Monoceros,65.0,True,1110,1110,1,1,1,0,1,1,1,0,46.91444163359424,105.18295264570658,51.99688235481008,10.599999999999993,216.1746705409148,15.634652964793846,2.5,-9.0,-9.0,4579,1,2,3,3,B_partial_dynamic
Murrumbidgee-G17,Murrumbidgee,66.0,True,1000,1000,1,0,0,0,1,0,0,0,123.60168363239188,20.10702502292279,-40.170983080295926,19.999999999999968,265.7024613459829,-26.143946973296,0.2,-9.0,-9.0,11872,1,2,1,1,D_minimal
NGC1261-I21,NGC1261,67.0,True,1110,1110,1,1,1,0,1,1,1,0,17.429110136716655,48.598861012238814,-54.92382754247808,19.91888424724197,334.09341828029807,10.803330008448103,3.0,-9.0,-9.0,1699,1,2,3,3,B_partial_dynamic
NGC1261-I24,NGC1261,,False,1111,1111,1,1,1,1,1,1,1,1,29.10505032364953,34.65858219230441,-57.3358431038496,0.9999999999999996,10.76597899065539,30.39305062932798,0.61,0.5,0.43,0,0,0,4,4,A_full_6D_like
NGC1261a-I24,NGC1261a,68.0,True,1010,1010,1,0,1,0,1,0,1,0,17.133047976831342,49.0707031934033,-53.53693583249963,1.0000000000000002,330.0501973596311,7.970377171514372,0.87,0.5,0.45,1668,1,2,2,2,C_position_only_plus
NGC1261b-I24,NGC1261b,69.0,True,1111,1111,1,1,1,1,1,1,1,1,10.721117514641657,49.10600476759561,-52.5741991508147,1.0000000000000004,91.26335671917175,29.580777000089988,0.67,0.35,0.45,1044,1,2,4,4,A_full_6D_like
NGC1851-I21,NGC1851,70.0,True,1110,1110,1,1,1,0,1,1,1,0,15.794772997088144,78.1231483830758,-43.53268751306752,13.606313829651452,350.4102057580754,2.302793379907292,2.3,-9.0,-9.0,1470,1,2,3,3,B_partial_dynamic
NGC1851-I24,NGC1851,,False,1111,1111,1,1,1,1,1,1,1,1,8.819361723767948,78.2955058302168,-39.10249284751082,0.9999999999999994,157.699334134165,12.675830616655462,0.6,0.16,0.27,0,0,0,4,4,A_full_6D_like
NGC2298-I21,NGC2298,71.0,True,1110,1110,1,1,1,0,1,1,1,0,11.825909610381697,99.76255863610604,-34.594385474568,12.378773347407735,147.35381269924764,44.34924169028732,0.4,-9.0,-9.0,1165,1,2,3,3,B_partial_dynamic
NGC2298-I24,NGC2298,,False,1010,1010,1,0,1,0,1,0,1,0,13.050769743176623,100.71458018199225,-35.0437984137707,1.0000000000000002,146.5960845865762,44.77914569350197,0.38,0.3,0.28,0,0,0,2,2,C_position_only_plus
NGC2298-S20,NGC2298,,False,1000,1000,1,0,0,0,1,0,0,0,4.690316659236666,102.24375097957017,-36.01113378525647,9.828000000000008,324.1024470981625,-45.74961779116974,-9.0,-9.0,-9.0,0,0,0,1,1,D_minimal
NGC2808-I21,NGC2808,,False,1110,1110,1,1,1,0,1,1,1,0,19.4742330547586,137.5454373971372,-64.52165923525149,8.741415917153773,184.5167190514469,18.009901960717748,0.6,-9.0,-9.0,0,0,0,3,3,B_partial_dynamic
NGC2808-I24,NGC2808,,False,1111,1111,1,1,1,1,1,1,1,1,15.053106377655803,141.43448267521285,-65.39533378349252,1.0000000000000009,171.1317840932224,21.690319730664367,0.49,0.52,0.3,0,0,0,4,4,A_full_6D_like
NGC288-I21,NGC288,72.0,True,1110,1110,1,1,1,0,1,1,1,0,12.117199187542004,10.906701815072264,-23.90304050885984,10.982264521096482,82.73992237809102,35.111786414382394,1.3,-9.0,-9.0,1200,1,2,3,3,B_partial_dynamic
NGC288-I24,NGC288,,False,1111,1111,1,1,1,1,1,1,1,1,30.188192424438032,12.955665011680274,-34.36225119990639,1.0,97.74775084813092,9.664644899222916,0.9,0.38,0.24,0,0,0,4,4,A_full_6D_like
NGC288-S20,NGC288,,False,1000,1000,1,0,0,0,1,0,0,0,10.327437011480338,13.3997182214278,-26.30460973829849,8.988000000000019,68.73680829487051,46.93597248660837,-9.0,-9.0,-9.0,0,0,0,1,1,D_minimal
NGC3201-I21,NGC3201,,False,1111,1111,1,1,1,1,1,1,1,1,11.927922914955502,155.38499063450402,-46.56095333476448,4.647856579080882,172.40625819456628,42.15940198633538,0.54,1.21,0.6,0,0,0,4,4,A_full_6D_like
NGC3201-P21,NGC3201-Gjoll,73.0,True,1110,1110,1,1,1,0,1,1,1,0,136.86066118086845,154.40295625833113,-46.42533832315034,5.233432372108987,156.48923726547451,47.472809739817606,0.68,0.65,0.4,13616,1,2,3,3,B_partial_dynamic
NGC5053-L06,NGC5053,74.0,True,0,0000,0,0,0,0,0,0,0,0,4.771139283059742,197.03582106955056,16.35991062358267,17.4,84.73138391109009,52.27888908625403,-9.0,-9.0,-9.0,200,1,2,0,0,D_minimal
NGC5466-G06,NGC5466,,False,1000,1000,1,0,0,0,1,0,0,0,45.30415139712096,206.5548435878684,31.11246985369741,16.59999999999999,157.80180721840307,-47.52857856884207,0.6,-9.0,-9.0,0,0,0,1,1,D_minimal
NGC5466-I21,NGC5466,,False,1110,1110,1,1,1,0,1,1,1,0,16.78689687794721,216.84540888849148,25.310848315524805,14.272137384803818,340.3680742249808,49.42350573108015,0.3,-9.0,-9.0,0,0,0,3,3,B_partial_dynamic
NGC5466-I24,NGC5466,,False,1010,1010,1,0,1,0,1,0,1,0,22.37669394130404,214.130370843985,26.923105802210006,0.9999999999999996,338.6150451695087,48.10927600075449,0.4,0.19,0.16,0,0,0,2,2,C_position_only_plus
NGC5466-J21,NGC5466,75.0,True,1110,1110,1,1,1,0,1,1,1,0,30.89928828193648,211.3409869850492,28.512738433248,16.738498134386443,343.1410548910589,50.75613620658,1.2,0.24,0.27,3089,1,2,3,3,B_partial_dynamic
NGC6101-I21,NGC6101,,False,1110,1110,1,1,1,0,1,1,1,0,10.520558525097034,257.83699113104484,-70.43313509867619,14.719321111935042,227.09743178635543,16.984343265828727,0.4,-9.0,-9.0,0,0,0,3,3,B_partial_dynamic
NGC6101-I24,NGC6101,,False,1010,1010,1,0,1,0,1,0,1,0,15.373619267188138,247.3252522872859,-72.06903697525958,1.0000000000000004,227.7798741438652,16.959907992580128,0.22,0.32,0.3,0,0,0,2,2,C_position_only_plus
NGC6362-S20,NGC6362,76.0,True,1000,1000,1,0,0,0,1,0,0,0,4.531093281890122,262.988590050022,-67.04366048324947,7.649000000000004,303.6734481340997,18.05241529249746,-9.0,-9.0,-9.0,394,1,2,1,1,D_minimal
NGC6397-I21,NGC6397,77.0,True,1111,1111,1,1,1,1,1,1,1,1,18.27634668902088,273.39659442560804,-53.88444309217012,2.523002049644929,279.6453601683654,35.95447701594629,0.47,0.37,0.61,1791,1,2,4,4,A_full_6D_like
NGC6397-I24,NGC6397,,False,1111,1111,1,1,1,1,1,1,1,1,36.08093648977467,290.3470393690039,-52.90734003470937,0.999999999999999,267.3296174784608,34.87059361502006,0.96,0.53,0.48,0,0,0,4,4,A_full_6D_like
NGC7492-I24,NGC7492,78.0,True,1010,1010,1,0,1,0,1,0,1,0,8.10826709066286,347.81856345929924,-15.239231027129032,0.9999999999999996,273.8827017245624,45.16486324651613,0.79,0.1,0.2,804,1,2,2,2,C_position_only_plus
New-1-I24,New-1,79.0,True,1010,1010,1,0,1,0,1,0,1,0,28.75823329911229,26.98692873812564,-49.55054694719541,0.9999999999999988,115.35283616308811,1.3921619892304795,0.11,0.15,0.08,2874,1,2,2,2,C_position_only_plus
New-10-I24,New-10,80.0,True,1111,1111,1,1,1,1,1,1,1,1,26.07630158956628,146.69781839007786,-15.63794504575103,1.0,63.31611130144559,21.87725734700403,1.15,0.48,0.56,2400,1,2,4,4,A_full_6D_like
New-11-I24,New-11,81.0,True,1111,1111,1,1,1,1,1,1,1,1,7.201315477163003,153.65363240858375,36.66215745557382,0.999999999999999,239.85135225263247,-5.075265579518781,0.32,0.19,0.13,689,1,2,4,4,A_full_6D_like
New-12-I24,New-12,82.0,True,1010,1010,1,0,1,0,1,0,1,0,15.992141482417097,162.1532697530182,-39.39634900596031,1.0000000000000004,85.8767421146216,16.141384229812953,1.5,0.62,0.48,1437,1,2,2,2,C_position_only_plus
New-13-I24,New-13,83.0,True,1010,1010,1,0,1,0,1,0,1,0,29.3465280409391,163.8982695161344,-35.15691610561454,0.9999999999999994,87.49957316005656,18.45457418188072,0.85,0.48,0.61,2912,1,2,2,2,C_position_only_plus
New-14-I24,New-14,84.0,True,1111,1111,1,1,1,1,1,1,1,1,10.292731717188962,170.1417603823068,-19.794604534691988,1.0000000000000002,251.7135748625641,21.053356339665072,0.76,0.19,0.62,921,1,2,4,4,A_full_6D_like
New-15-I24,New-15,85.0,True,1111,1111,1,1,1,1,1,1,1,1,19.91394437145636,176.64426885580676,11.77127612141066,1.0000000000000002,38.76114007017744,73.8926401072216,3.15,0.35,0.71,1831,1,2,4,4,A_full_6D_like
New-16-I24,New-16,86.0,True,1010,1010,1,0,1,0,1,0,1,0,22.30234426929073,188.52094485045896,-35.97877634301863,0.9999999999999996,105.2688574759531,9.198849939339174,0.44,0.43,0.34,2215,1,2,2,2,C_position_only_plus
New-17-I24,New-17,87.0,True,1010,1010,1,0,1,0,1,0,1,0,9.170045739940004,209.17772101059825,20.775537481422628,0.9999999999999996,330.91844849235093,54.22578263487973,0.32,0.33,0.31,852,1,2,2,2,C_position_only_plus
New-18-I24,New-18,88.0,True,1010,1010,1,0,1,0,1,0,1,0,11.395529875794605,213.5659733372537,19.459539973576405,1.0,114.25134759348911,19.883690678997752,1.86,0.79,1.04,989,1,2,2,2,C_position_only_plus
New-19-I24,New-19,89.0,True,1111,1111,1,1,1,1,1,1,1,1,5.084576871934203,221.42669790721163,34.535052954098425,1.0,117.28518254092066,19.967190360850275,1.26,0.45,0.76,573,1,2,4,4,A_full_6D_like
New-2-I24,New-2,90.0,True,1111,1111,1,1,1,1,1,1,1,1,63.834530092563966,33.57770568916202,4.710512085436567,1.0000000000000004,161.33613024751398,82.5951555651718,4.39,1.13,4.72,6251,1,2,4,4,A_full_6D_like
New-20-I24,New-20,91.0,True,1111,1111,1,1,1,1,1,1,1,1,9.512707534259444,315.5560832220531,15.872895236306617,1.0000000000000002,227.71991880314388,-6.566047914331495,1.86,4.3,2.36,889,1,2,4,4,A_full_6D_like
New-21-I24,New-21,92.0,True,1010,1010,1,0,1,0,1,0,1,0,11.062306934652089,318.08153650473605,10.600736391012722,1.0000000000000004,62.31277531651081,52.31722444774925,0.99,0.58,0.76,956,1,2,2,2,C_position_only_plus
New-22-I24,New-22,93.0,True,1111,1111,1,1,1,1,1,1,1,1,11.318181691003344,326.31512457174745,-31.36682117672037,1.0000000000000002,33.13808172428508,32.85543008557501,0.38,0.25,0.47,1125,1,2,4,4,A_full_6D_like
New-23-I24,New-23,94.0,True,1111,1111,1,1,1,1,1,1,1,1,30.186743061400588,330.7404650501164,18.93325916110373,1.0,178.9405547758925,68.72952101938259,0.76,1.27,0.95,3011,1,2,4,4,A_full_6D_like
New-24-I24,New-24,95.0,True,1111,1111,1,1,1,1,1,1,1,1,4.051185179900207,333.6548974769656,-10.96625988499517,0.9999999999999992,25.962689995873863,71.91270584534998,0.9,0.61,0.72,299,1,2,4,4,A_full_6D_like
New-25-I24,New-25,96.0,True,1111,1111,1,1,1,1,1,1,1,1,23.121531014670627,334.33063691844114,-29.740527886553835,1.000000000000003,47.64269348088572,26.663970666749734,1.04,0.61,0.31,2235,1,2,4,4,A_full_6D_like
New-26-I24,New-26,97.0,True,1111,1111,1,1,1,1,1,1,1,1,8.489138890839747,341.6904078371278,30.4327828090177,0.9999999999999996,206.7809040088337,50.20983051540399,0.39,0.3,0.24,840,1,2,4,4,A_full_6D_like
New-27-I24,New-27,98.0,True,1111,1111,1,1,1,1,1,1,1,1,11.818001188520627,342.5252541848947,-52.404237230200245,1.000000000000001,264.33257682422146,8.86676411070342,0.41,0.35,0.21,646,1,2,4,4,A_full_6D_like
New-3-I24,New-3,99.0,True,1111,1111,1,1,1,1,1,1,1,1,70.95990928872709,99.19198376203845,-12.543059554291236,0.9999999999999996,37.47527202680368,64.82904332091756,3.36,2.08,2.39,7127,1,2,4,4,A_full_6D_like
New-4-I24,New-4,100.0,True,1111,1111,1,1,1,1,1,1,1,1,16.171324099772498,91.98481994392073,-36.3490696675365,1.0000000000000002,47.376194892249,44.051340665605615,0.15,0.13,0.11,1616,1,2,4,4,A_full_6D_like
New-5-I24,New-5,101.0,True,1111,1111,1,1,1,1,1,1,1,1,99.07925480402211,101.41167731474437,-0.3003154690163837,1.0,14.880162069390767,86.66464607690315,3.76,5.58,4.24,9758,1,2,4,4,A_full_6D_like
New-6-I24,New-6,102.0,True,1111,1111,1,1,1,1,1,1,1,1,80.19899765223556,78.6967084436919,74.00347972169561,1.0000000000000009,287.7044145837782,14.13426451868822,3.74,1.21,1.06,7994,1,2,4,4,A_full_6D_like
New-7-I24,New-7,103.0,True,1111,1111,1,1,1,1,1,1,1,1,25.612963820067154,142.60174481813806,23.8146021635916,1.0000000000000049,320.9716896638998,66.18166362810959,1.02,0.76,0.68,2558,1,2,4,4,A_full_6D_like
New-8-I24,New-8,104.0,True,1010,1010,1,0,1,0,1,0,1,0,5.033905283344421,142.57410249288034,35.14919096505114,0.9999999999999996,240.5967734387743,10.17458528147202,0.99,0.82,2.09,325,1,2,2,2,C_position_only_plus
New-9-I24,New-9,105.0,True,1111,1111,1,1,1,1,1,1,1,1,8.891591708355428,143.83978422547324,29.77987409224868,1.0,271.25060278317426,45.14961063644875,0.77,0.19,0.2,732,1,2,4,4,A_full_6D_like
OmegaCen-I21,OmegaCen-Fimbulthul,106.0,True,1110,1110,1,1,1,0,1,1,1,0,43.37243029282956,195.7978904998924,-30.84616941026164,5.299424638228934,124.24158024210668,27.917444353584248,2.4,-9.0,-9.0,3542,1,2,3,3,B_partial_dynamic
OmegaCen-S20,OmegaCen-Fimbulthul,,False,1000,1000,1,0,0,0,1,0,0,0,8.582513952523566,201.60132726350767,-47.59256706195086,5.426000000000001,239.36657728755816,35.838904087964174,-9.0,-9.0,-9.0,0,0,0,1,1,D_minimal
Ophiuchus-B14,Ophiuchus,,False,0,0000,0,0,0,0,0,0,0,0,2.4000000000000443,241.7648666980756,-6.9422785564189775,9.499999999999996,184.3200000000004,77.25000000000014,0.05,-9.0,-9.0,0,0,0,0,0,D_minimal
Ophiuchus-C20,Ophiuchus,107.0,True,1010,1010,1,0,1,0,1,0,1,0,6.775363363257197,244.3308509192828,-6.906653405338691,8.333333333333334,292.7084340496077,79.6456466231787,0.26,1.23,0.73,659,1,2,2,2,C_position_only_plus
Ophiuchus-I24,Ophiuchus,,False,1111,1111,1,1,1,1,1,1,1,1,11.736631086268034,241.92640543449417,-7.087132164264571,0.9999999999999992,180.75422305091732,75.47216509863472,0.54,0.82,0.5,0,0,0,4,4,A_full_6D_like
Orinoco-G17,Orinoco,108.0,True,1000,1000,1,0,0,0,1,0,0,0,21.404231257996667,11.453775262983225,-24.605848509490578,20.599999999999984,21.91100549923252,65.01896536693799,0.3,-9.0,-9.0,2041,1,2,1,1,D_minimal
Orphan-I21,Orphan-Chenab,,False,1111,1111,1,1,1,1,1,1,1,1,86.70226747006457,161.49745906641306,-0.702758441540075,17.911366548635478,251.23383677246423,20.465504921507414,0.56,0.26,0.31,0,0,0,4,4,A_full_6D_like
Orphan-K19,Orphan-Chenab,,False,1111,1111,1,1,1,1,1,1,1,1,230.56220924529336,192.6716246144237,-62.39794169173357,17.789047159780747,72.00000020388755,-14.000000323506924,0.8,0.25,0.21,0,0,0,4,4,A_full_6D_like
Orphan-K23,Orphan-Chenab,109.0,True,1111,1111,1,1,1,1,1,1,1,1,181.47727691356184,193.09151244025972,-62.26837343039747,17.87283010307017,72.00000020388755,-14.000000323506924,0.0,0.0,0.0,18113,1,2,4,4,A_full_6D_like
PS1-A-B16,PS1-A,110.0,True,0,0000,0,0,0,0,0,0,0,0,4.900000000000009,29.260151536777887,-4.2080398604136375,7.899999999999988,300.85600000000005,20.73199999999993,0.2,-9.0,-9.0,490,1,2,0,0,D_minimal
PS1-B-B16,PS1-B,111.0,True,0,0000,0,0,0,0,0,0,0,0,9.899999999999942,148.37298019764484,-11.146813688759178,14.49999999999998,65.60300000000016,32.56700000000082,0.2,-9.0,-9.0,990,1,2,0,0,D_minimal
PS1-C-B16,PS1-C,112.0,True,0,0000,0,0,0,0,0,0,0,0,7.9000000000001105,332.5394478436544,14.950721442221912,17.400000000000013,232.2269999999998,33.838000000000314,0.1,-9.0,-9.0,790,1,2,0,0,D_minimal
PS1-D-B16,PS1-D,113.0,True,0,0000,0,0,0,0,0,0,0,0,44.899999999999984,139.6757218623855,0.8290652951940143,22.899999999999963,49.63999999999999,2.4669999999992727,0.4,-9.0,-9.0,4490,1,2,0,0,D_minimal
PS1-E-B16,PS1-E,114.0,True,0,0000,0,0,0,0,0,0,0,0,24.899999999999977,173.06426571380484,55.60463029873742,12.599999999999987,42.52600000000006,23.987000000000005,0.3,-9.0,-9.0,2490,1,2,0,0,D_minimal
Pal13-S20,Pal13,115.0,True,0,0000,0,0,0,0,0,0,0,0,10.922575773583333,347.19212224755984,13.567309067984072,23.6,248.98470572695595,30.60701163554213,0.25,-9.0,-9.0,200,1,2,0,0,D_minimal
Pal15-M17,Pal15,116.0,True,1000,1000,1,0,0,0,1,0,0,0,1.4691656853240156,255.1161109109237,-0.7693149571294066,38.400000000000006,164.7523322450611,-23.287647382581127,0.1,-9.0,-9.0,146,1,2,1,1,D_minimal
Pal5-I24,Pal5,,False,1111,1111,1,1,1,1,1,1,1,1,32.59631131370911,231.7956214155731,1.7675485937650193,0.9999999999999998,139.15079555577654,56.28496339844274,0.3,0.15,0.16,0,0,0,4,4,A_full_6D_like
Pal5-I21,Pal5,,False,1111,1111,1,1,1,1,1,1,1,1,22.344661360218595,230.43181872061908,1.0412800052684168,22.358774187210763,138.92980873362688,55.41679995077607,0.41,0.48,0.27,0,0,0,4,4,A_full_6D_like
Pal5-PW19,Pal5,117.0,True,1110,1110,1,1,1,0,1,1,1,0,21.389020171273017,229.00594480229785,-0.1057935490455176,20.537973603990853,319.20527302462244,-56.48977919831249,-9.0,-9.0,-9.0,2097,1,2,3,3,B_partial_dynamic
Pal5-S20,Pal5,,False,1000,1000,1,0,0,0,1,0,0,0,27.22998748892829,229.01315826015508,-0.2107518413265716,22.5,319.27,-48.31,0.3,-9.0,-9.0,0,0,0,1,1,D_minimal
Palca-S18,Palca,118.0,True,0,0000,0,0,0,0,0,0,0,0,57.32149446916476,21.43762576278167,-25.808843040403925,36.3,286.61727122629986,-9.857282983648703,0.8,-9.0,-9.0,200,1,2,0,0,D_minimal
Parallel-W18,Parallel,119.0,True,1100,1100,1,1,0,0,1,1,0,0,37.66567207270825,174.53893668289118,4.142650941436656,14.270170984862602,112.95078977971116,-81.34001056390099,-9.0,-9.0,-9.0,3748,1,2,2,2,C_position_only_plus
Pegasus-P19,Pegasus,120.0,True,1000,1000,1,0,0,0,1,0,0,0,8.5779131694392,330.7104673347679,24.568401983877244,17.999999999999964,226.1019120870138,28.887210279924272,0.2,-9.0,-9.0,858,1,2,1,1,D_minimal
Perpendicular-W18,Perpendicular,121.0,True,1100,1100,1,1,0,0,1,1,0,0,21.29543289192216,183.40491521558508,16.663766422108868,15.292177737604058,101.4850383333274,-25.138982260001463,-9.0,-9.0,-9.0,2009,1,2,2,2,C_position_only_plus
Phlegethon-I21,Phlegethon,122.0,True,1111,1111,1,1,1,1,1,1,1,1,63.570210240912,323.061990197237,-17.63665568154018,3.2369868481439785,235.07732537552184,6.349360674688271,1.21,1.15,0.46,6265,1,2,4,4,A_full_6D_like
Phlegethon-I24,Phlegethon,,False,1111,1111,1,1,1,1,1,1,1,1,77.96134296217355,322.94029348217504,-20.22844945984623,1.0000000000000002,236.179808223855,8.751105517433931,1.54,1.16,0.52,0,0,0,4,4,A_full_6D_like
Phoenix-I24,Phoenix,,False,1111,1111,1,1,1,1,1,1,1,1,17.870075508711068,26.07157290758402,-46.50307286778186,1.0,309.1914715855167,12.156794208708812,0.28,0.24,0.18,0,0,0,4,4,A_full_6D_like
Phoenix-S19,Phoenix,123.0,True,1011,1011,1,0,1,1,1,0,1,1,11.768596631499795,24.685939149064872,-49.10913000077328,17.499999999999986,311.1767397556112,14.000097292097191,0.08,0.06,0.05,1175,1,2,3,3,B_partial_dynamic
Ravi-S18,Ravi,124.0,True,20,0020,0,0,2,0,0,0,,0,16.564008074517012,338.5946980389384,-51.986978638704784,22.9,53.19858956800089,11.72368559068311,0.7,-9.0,-9.0,200,1,2,2,0,D_minimal
SGP-S-I24,SGP-S,,False,1010,1010,1,0,1,0,1,0,1,0,28.65457460970559,7.264992026491255,-35.98238294450623,1.0,90.25120051540158,9.563703128798824,0.66,0.24,0.42,0,0,0,2,2,C_position_only_plus
SGP-S-Y22,SGP-S,125.0,True,1020,1020,1,0,2,0,1,0,,0,58.29896554720968,6.611723603932592,-31.995396561343,9.500000000000002,273.7983520920192,-4.4919151164081805,0.6,-9.0,-9.0,5828,1,2,3,1,D_minimal
Sagittarius-A20,Sagittarius,126.0,True,1110,1110,1,1,1,0,1,1,1,0,279.99999999999994,284.0387675133207,-29.004083526161665,28.82224909492724,123.647401379801,-59.52178064589869,6.0,0.65,0.53,28000,1,2,3,3,B_partial_dynamic
Sangarius-G17,Sangarius,127.0,True,0,0000,0,0,0,0,0,0,0,0,50.09999999999993,132.86787543751376,7.422263201589082,20.999999999999964,43.20839190483637,-2.612052588510546,0.4,-9.0,-9.0,5010,1,2,0,0,D_minimal
Scamander-G17,Scamander,128.0,True,0,0000,0,0,0,0,0,0,0,0,65.19999999999993,148.1390357362219,11.96304625416393,20.99999999999998,59.40283764164139,-5.942747868605295,0.4,-9.0,-9.0,6520,1,2,0,0,D_minimal
Slidr-I21,Slidr,129.0,True,1111,1111,1,1,1,1,1,1,1,1,34.22172733878264,163.8494842361686,8.051545764303334,3.0738002423227657,284.17458889326844,74.12874419822417,1.71,0.89,0.53,3263,1,2,4,4,A_full_6D_like
Slidr-I24,Slidr,,False,1111,1111,1,1,1,1,1,1,1,1,37.07849366093539,161.51192489218312,9.38464175337892,0.9999999999999998,272.9323740382809,65.47395166206185,2.17,1.14,0.71,0,0,0,4,4,A_full_6D_like
Spectre-C22,Spectre,130.0,True,1011,1011,1,0,1,1,1,0,1,1,7.555207640869236,217.5794595307009,42.68478197822737,12.5,269.76,-33.55,0.46,0.15,0.11,755,1,2,3,3,B_partial_dynamic
Styx-G09,Styx,131.0,True,0,0000,0,0,0,0,0,0,0,0,60.44077026680429,226.38090174309508,23.90818927653936,45.0,48.89108755175238,66.07142508780933,1.4,-9.0,-9.0,200,1,2,0,0,D_minimal
Svol-I21,Svol,132.0,True,1111,1111,1,1,1,1,1,1,1,1,34.65721288572645,240.0748921799983,26.62589617180181,7.079076468563891,25.49036558548216,58.67990307326343,1.05,0.78,0.62,3463,1,2,4,4,A_full_6D_like
Svol-I24,Svol,,False,1111,1111,1,1,1,1,1,1,1,1,58.69179443968983,241.1971204059668,25.892102653698647,0.9999999999999998,26.123377492031302,59.32888163750213,0.67,0.58,0.4,0,0,0,4,4,A_full_6D_like
Sylgr-I21,Sylgr,133.0,True,1111,1111,1,1,1,1,1,1,1,1,26.099387404098263,175.9292911746929,-3.867887949533389,3.312924315356609,93.79858380504022,63.816904584756905,1.16,1.23,0.45,2539,1,2,4,4,A_full_6D_like
Sylgr-I24,Sylgr,,False,1111,1111,1,1,1,1,1,1,1,1,30.494025244203595,175.35906440500486,-4.025608061259155,0.9999999999999996,92.83683077962505,61.50891561424626,1.3,1.31,0.62,0,0,0,4,4,A_full_6D_like
Tri-Pis-B12,Tri-Pis,134.0,True,1001,1001,1,0,0,1,1,0,0,1,13.454993816827958,22.50185722780127,29.491828940450947,26.0,118.06461628878888,9.724544399472052,0.2,-9.0,-9.0,1345,1,2,2,2,C_position_only_plus
TucanaIII-I24,TucanaIII,,False,1111,1111,1,1,1,1,1,1,1,1,16.989681914512957,356.3877030261707,-59.803071489276014,1.0000000000000009,170.68840793759878,-30.133539762352427,0.61,0.21,0.23,0,0,0,4,4,A_full_6D_like
TucanaIII-S19,TucanaIII,135.0,True,1010,1010,1,0,1,0,1,0,1,0,4.26318595433438,359.154805894324,-59.59783076306568,25.296735775813207,354.229978278204,30.28998663715731,0.12,0.08,0.13,426,1,2,2,2,C_position_only_plus
Turbio-S18,Turbio,136.0,True,20,0020,0,0,2,0,0,0,,0,15.000113551252047,27.94110409085071,-53.50001010145427,16.6,297.7652567010235,-0.1301197476636607,0.2,-9.0,-9.0,200,1,2,2,0,D_minimal
Turranburra-S19,Turranburra,137.0,True,1010,1010,1,0,1,0,1,0,1,0,13.729049501364443,67.14116420635328,-22.18304101694982,27.5,123.47312193573572,53.28363073735743,0.47,0.1,0.11,1370,1,2,2,2,C_position_only_plus
Wambelong-S18,Wambelong,138.0,True,20,0020,0,0,2,0,0,0,,0,14.16221429453529,84.43447293513496,-40.08405274571025,15.1,328.67318742213433,-27.312855462825976,0.4,-9.0,-9.0,200,1,2,2,0,D_minimal
Willka_Yaku-S18,Willka_Yaku,139.0,True,20,0020,0,0,2,0,0,0,,0,6.394107609889392,37.36633587996069,-61.4547955053166,34.7,315.982039424852,4.658813209029771,0.2,-9.0,-9.0,200,1,2,2,0,D_minimal
Yangtze-Y23,Yangtze,140.0,True,1020,1020,1,0,2,0,1,0,,0,27.12062405335912,146.1683161996405,0.549572205944596,9.120108393559097,56.140718270542806,3.0091223348019587,1.9,-9.0,-9.0,2704,1,2,3,1,D_minimal
Ylgr-I21,Ylgr,141.0,True,1111,1111,1,1,1,1,1,1,1,1,44.79416576567149,172.46134334301206,-18.343052435851224,9.484073055700266,255.56406601512788,19.90826353185199,0.91,0.7,0.65,4475,1,2,4,4,A_full_6D_like
Ylgr-I24,Ylgr,,False,1111,1111,1,1,1,1,1,1,1,1,48.55009417034661,172.7236197687179,-18.789707744046613,1.0000000000000002,256.72036645236216,17.071129609124686,0.83,0.54,0.51,0,0,0,4,4,A_full_6D_like
